classification,split,cmo,old_value,new_value,n,population
egp3_damian,validation,5530,1,3,1,111
egp3_damian,train,1354,1,2,1,74
egp3_damian,train,2110,1,2,2,208
egp3_damian,train,5461,3,2,1,111
egp3_damian,validation,5271,1,2,6,1970
egp3_damian,validation,1121,1,1,13,2518
egp3_damian,train,5290,2,3,4,541
egp3_damian,train,1206,2,1,3,174
egp3_damian,train,7134,2,2,4,761
egp3_damian,validation,1320,1,2,2,208
egp3_damian,train,1310,1,2,4,2473
egp3_damian,validation,5522,3,2,3,574
egp3_damian,train,5100,1,3,3,1050
egp3_damian,validation,1362,1,1,4,501
egp3_damian,train,2125,1,2,4,451
egp3_damian,validation,1161,1,2,2,177
egp3_damian,validation,8203,3,3,27,8284
egp3_damian,validation,1171,1,2,5,1553
egp3_damian,validation,1300,1,2,2,476
egp3_damian,validation,5480,3,3,5,1679
egp3_damian,validation,5243,2,2,5,1407
egp3_damian,validation,5290,2,1,4,2735
egp3_damian,validation,2101,1,2,1,654
egp3_damian,train,2120,1,2,1,446
egp3_damian,train,5206,2,2,9,2107
egp3_damian,train,6180,1,2,12,4872
egp3_damian,train,5400,3,1,2,795
egp3_damian,train,4109,2,2,2,737
egp3_damian,train,5461,3,3,1,691
egp3_damian,validation,8101,2,3,1,770
egp3_damian,train,7211,3,2,1,198
egp3_damian,validation,4104,3,3,18,11676
egp3_damian,validation,4107,2,2,11,5802
egp3_damian,train,4104,2,2,50,33413
egp3_damian,train,4104,3,3,52,42501
egp3_damian,train,5250,2,2,14,7549
egp3_damian,validation,1180,1,1,4,977
egp3_damian,train,1190,1,1,3,458
egp3_damian,train,1171,1,1,14,9224
egp3_damian,train,5340,2,1,1,113
egp3_damian,train,5353,2,2,5,2089
egp3_damian,train,1290,2,3,1,134
egp3_damian,validation,5202,2,1,2,563
egp3_damian,train,5320,2,2,14,3067
egp3_damian,train,5390,2,2,6,1259
egp3_damian,validation,6240,2,2,16,6561
egp3_damian,validation,5350,2,2,5,2139
egp3_damian,validation,5262,2,2,15,2885
egp3_damian,validation,5390,2,2,4,532
egp3_damian,train,1101,1,2,6,2261
egp3_damian,validation,1173,1,1,1,147
egp3_damian,train,1161,1,2,2,169
egp3_damian,validation,1165,1,2,1,116
egp3_damian,validation,1252,2,1,8,1102
egp3_damian,validation,2123,1,2,4,1250
egp3_damian,validation,5383,2,1,1,120
egp3_damian,train,5380,2,1,1,125
egp3_damian,train,8124,2,2,4,470
egp3_damian,train,5360,2,2,3,551
egp3_damian,validation,1364,1,2,1,151
egp3_damian,validation,8202,2,2,11,5125
egp3_damian,validation,1243,1,3,1,128
egp3_damian,validation,6200,2,3,3,831
egp3_damian,train,5260,2,1,2,932
egp3_damian,train,1171,1,2,6,2192
egp3_damian,validation,1223,1,3,2,169
egp3_damian,train,5140,1,2,14,3390
egp3_damian,validation,5272,1,1,17,5827
egp3_damian,train,5511,2,2,1,119
egp3_damian,validation,5511,2,2,1,118
egp3_damian,train,5344,2,1,2,304
egp3_damian,validation,5323,2,3,14,2302
egp3_damian,validation,5501,2,1,1,169
egp3_damian,validation,7290,3,2,1,1167
egp3_damian,validation,1134,1,1,5,4145
egp3_damian,validation,5441,3,1,2,1833
egp3_damian,validation,5241,2,1,1,256
egp3_damian,validation,5330,2,3,9,2588
egp3_damian,train,1260,2,1,8,5642
egp3_damian,train,4115,3,3,3,715
egp3_damian,validation,2111,1,1,11,2317
egp3_damian,validation,4106,2,1,1,296
egp3_damian,validation,1101,1,2,6,1519
egp3_damian,train,1363,1,2,6,5294
egp3_damian,train,5431,3,3,1,962
egp3_damian,train,1162,1,2,1,828
egp3_damian,validation,7219,3,3,2,2639
egp3_damian,train,6220,2,1,6,3763
egp3_damian,validation,1166,1,1,2,896
egp3_damian,train,5271,1,2,5,1810
egp3_damian,validation,8301,1,3,10,3519
egp3_damian,validation,8102,1,1,1,919
egp3_damian,train,7133,2,1,3,2776
egp3_damian,train,5171,1,1,11,4776
egp3_damian,validation,1223,1,1,1,1157
egp3_damian,validation,5382,2,2,3,2235
egp3_damian,train,7200,3,2,1,660
egp3_damian,train,8102,1,1,2,2470
egp3_damian,train,5382,2,2,13,8498
egp3_damian,train,5252,2,2,8,2396
egp3_damian,validation,5382,2,3,3,1862
egp3_damian,validation,7132,2,1,1,826
egp3_damian,train,5460,3,1,2,1039
egp3_damian,train,5421,3,1,1,1055
egp3_damian,train,1400,1,1,2,850
egp3_damian,validation,6229,2,2,1,844
egp3_damian,train,1222,1,1,1,1040
egp3_damian,validation,1431,1,2,5,2433
egp3_damian,validation,6230,2,1,20,5638
egp3_damian,validation,1170,1,1,1,1164
egp3_damian,train,7134,2,1,3,3196
egp3_damian,validation,1173,1,2,3,1431
egp3_damian,validation,1310,1,2,2,1819
egp3_damian,validation,1174,1,1,2,1006
egp3_damian,validation,5301,2,3,1,873
egp3_damian,validation,6121,1,3,2,2458
egp3_damian,validation,1431,1,3,1,1204
egp3_damian,validation,1360,1,1,7,3548
egp3_damian,validation,1352,1,1,1,1285
egp3_damian,validation,6230,2,3,7,2519
egp3_damian,train,9999,2,2,1,962
egp3_damian,train,1170,1,1,3,3300
egp3_damian,train,8150,2,2,9,2403
egp3_damian,train,6241,2,2,1,1021
egp3_damian,validation,5309,2,3,2,885
egp3_damian,train,5130,1,2,5,3080
egp3_damian,validation,6211,2,3,1,68
egp3_damian,validation,5233,2,3,4,783
egp3_damian,validation,1102,1,2,3,170
egp3_damian,train,8124,3,1,12,1969
egp3_damian,validation,6130,1,2,7,1082
egp3_damian,train,5450,3,3,11,1537
egp3_damian,train,1202,1,1,1,92
egp3_damian,validation,6250,2,1,2,340
egp3_damian,validation,1223,1,2,1,70
egp3_damian,train,5480,3,3,7,1215
egp3_damian,validation,1232,1,1,2,138
egp3_damian,validation,6133,1,1,6,500
egp3_damian,train,5244,2,1,1,103
egp3_damian,validation,5200,2,3,8,2898
egp3_damian,validation,8159,2,2,2,151
egp3_damian,validation,8202,2,3,5,507
egp3_damian,validation,5450,3,3,13,3926
egp3_damian,validation,5330,2,2,3,308
egp3_damian,validation,1450,2,2,2,1343
egp3_damian,validation,1401,1,2,2,169
egp3_damian,validation,8302,2,2,3,298
egp3_damian,train,5101,2,1,7,1551
egp3_damian,train,6120,1,2,1,131
egp3_damian,train,5410,3,3,2,217
egp3_damian,train,5241,2,3,4,2328
egp3_damian,validation,5353,2,2,5,2477
egp3_damian,train,8140,2,1,2,941
egp3_damian,train,5229,2,3,1,725
egp3_damian,validation,5300,2,3,2,1716
egp3_damian,validation,5201,2,3,4,1149
egp3_damian,train,4100,3,2,3,1442
egp3_damian,train,4112,2,2,3,513
egp3_damian,train,1420,1,1,11,1077
egp3_damian,train,5266,2,3,1,129
egp3_damian,train,5323,2,3,12,1610
egp3_damian,train,8122,3,1,1,121
egp3_damian,validation,1414,1,1,2,281
egp3_damian,train,5228,2,2,1,148
egp3_damian,train,6251,3,1,6,1530
egp3_damian,validation,5240,2,1,2,236
egp3_damian,validation,8110,3,1,1,143
egp3_damian,validation,5180,1,2,2,499
egp3_damian,validation,5223,2,3,3,1079
egp3_damian,train,5226,2,2,1,115
egp3_damian,train,6231,2,2,5,504
egp3_damian,validation,5204,2,3,2,357
egp3_damian,train,4114,2,2,3,1917
egp3_damian,validation,8124,2,2,6,1276
egp3_damian,validation,5301,2,2,5,2298
egp3_damian,train,5303,2,2,2,413
egp3_damian,train,5204,2,3,3,1191
egp3_damian,train,8209,3,3,3,813
egp3_damian,train,6231,2,1,1,498
egp3_damian,train,5300,2,2,8,5218
egp3_damian,validation,7132,2,2,4,1618
egp3_damian,train,1102,1,1,3,1631
egp3_damian,validation,5480,3,1,1,737
egp3_damian,validation,4101,3,3,14,6156
egp3_damian,train,5303,2,3,1,836
egp3_damian,validation,1461,2,2,1,120
egp3_damian,validation,8310,1,3,1,83
egp3_damian,validation,8209,3,2,1,110
egp3_damian,train,5222,2,1,1,97
egp3_damian,validation,1251,1,3,2,609
egp3_damian,train,1350,1,1,1,92
egp3_damian,validation,8122,3,2,1,87
egp3_damian,train,5253,2,2,1,89
egp3_damian,validation,6232,2,3,1,84
egp3_damian,validation,8312,1,1,3,361
egp3_damian,validation,5209,2,2,1,116
egp3_damian,validation,5360,2,1,1,301
egp3_damian,validation,6190,1,2,4,1070
egp3_damian,train,5243,2,2,8,1895
egp3_damian,train,6203,2,2,4,782
egp3_damian,train,5242,2,3,8,1633
egp3_damian,train,1109,1,2,1,263
egp3_damian,train,4111,3,2,2,1290
egp3_damian,validation,4100,3,2,1,586
egp3_damian,validation,5543,2,2,3,1086
egp3_damian,train,4107,3,3,10,5980
egp3_damian,validation,1202,1,1,2,170
egp3_damian,validation,5208,2,1,5,629
egp3_damian,train,2130,1,1,2,263
egp3_damian,validation,8126,3,1,1,51
egp3_damian,train,8124,2,1,1,67
egp3_damian,train,5230,2,1,1,38
egp3_damian,train,5341,2,3,1,34
egp3_damian,train,8111,2,1,1,49
egp3_damian,train,5280,2,3,7,2918
egp3_damian,train,2100,1,2,2,189
egp3_damian,validation,5272,1,3,2,188
egp3_damian,validation,1164,1,2,4,676
egp3_damian,train,1163,1,1,2,173
egp3_damian,validation,2130,1,1,3,215
egp3_damian,train,1400,1,2,1,41
egp3_damian,train,1229,2,1,1,37
egp3_damian,train,5400,2,2,1,37
egp3_damian,validation,6231,2,1,2,162
egp3_damian,validation,5381,2,2,5,2751
egp3_damian,validation,7211,3,2,1,401
egp3_damian,validation,8110,2,1,2,649
egp3_damian,train,8159,2,3,1,558
egp3_damian,train,5150,1,1,1,470
egp3_damian,train,5151,2,2,2,523
egp3_damian,train,4136,2,2,4,1159
egp3_damian,train,8140,2,3,1,468
egp3_damian,validation,5320,2,1,1,612
egp3_damian,validation,5521,2,1,4,2129
egp3_damian,train,5181,2,3,1,328
egp3_damian,train,5382,2,3,3,1679
egp3_damian,train,1320,1,3,2,585
egp3_damian,train,7219,3,3,1,460
egp3_damian,train,5141,1,3,3,575
egp3_damian,train,1201,1,1,2,463
egp3_damian,train,5205,2,2,1,351
egp3_damian,validation,1200,1,2,3,773
egp3_damian,validation,7130,2,1,10,2912
egp3_damian,train,5120,1,1,2,462
egp3_damian,train,8304,1,1,2,396
egp3_damian,validation,1167,1,2,2,1204
egp3_damian,validation,1167,1,1,4,542
egp3_damian,train,1359,1,1,1,464
egp3_damian,train,8132,3,3,3,852
egp3_damian,train,6240,2,3,2,805
egp3_damian,validation,5250,2,3,1,433
egp3_damian,train,5250,2,3,1,523
egp3_damian,train,5441,3,1,2,1303
egp3_damian,train,5180,1,2,2,2771
egp3_damian,validation,1151,1,2,1,342
egp3_damian,validation,5247,1,1,1,435
egp3_damian,train,5353,2,3,1,316
egp3_damian,train,4114,3,3,2,3244
egp3_damian,train,5248,2,3,3,1958
egp3_damian,train,5202,2,1,1,1734
egp3_damian,validation,5224,2,3,1,620
egp3_damian,validation,5353,2,3,3,891
egp3_damian,train,4132,3,2,2,623
egp3_damian,train,4116,2,2,1,143
egp3_damian,validation,6220,2,3,3,2126
egp3_damian,validation,2110,1,2,1,135
egp3_damian,validation,5334,2,3,3,861
egp3_damian,validation,5304,2,2,7,2051
egp3_damian,train,1167,1,1,5,926
egp3_damian,train,5451,3,3,2,1998
egp3_damian,validation,5451,3,3,2,285
egp3_damian,train,6229,2,3,1,293
egp3_damian,validation,1260,2,2,3,1063
egp3_damian,validation,1330,1,2,2,431
egp3_damian,train,1172,1,3,1,335
egp3_damian,train,8102,1,2,1,546
egp3_damian,validation,5502,2,1,3,1001
egp3_damian,train,2123,1,2,1,186
egp3_damian,validation,5380,2,1,1,284
egp3_damian,validation,5261,2,1,1,94
egp3_damian,train,5302,2,3,5,995
egp3_damian,train,5269,2,2,1,91
egp3_damian,validation,5307,2,2,3,637
egp3_damian,train,5251,2,1,1,270
egp3_damian,train,5481,3,1,1,102
egp3_damian,train,1180,1,1,5,368
egp3_damian,train,6180,1,3,5,602
egp3_damian,validation,1410,1,1,1,88
egp3_damian,train,1167,1,2,4,411
egp3_damian,validation,5353,2,1,1,1524
egp3_damian,validation,8190,2,2,5,1627
egp3_damian,validation,5130,1,2,4,3617
egp3_damian,train,1431,1,1,6,2500
egp3_damian,validation,8312,1,2,6,3326
egp3_damian,validation,8111,3,2,2,2069
egp3_damian,validation,7110,1,3,2,1521
egp3_damian,validation,6133,1,2,5,2138
egp3_damian,validation,1206,2,1,2,1681
egp3_damian,train,5502,2,1,1,1763
egp3_damian,validation,1222,1,1,4,4355
egp3_damian,validation,5461,3,3,1,1337
egp3_damian,validation,1423,2,1,4,1247
egp3_damian,validation,1412,1,2,1,1356
egp3_damian,validation,5310,2,1,1,123
egp3_damian,validation,6240,2,1,2,1843
egp3_damian,train,1164,1,2,2,932
egp3_damian,train,5234,2,2,1,87
egp3_damian,train,5249,2,3,1,129
egp3_damian,validation,6231,2,2,5,640
egp3_damian,train,1222,1,3,1,95
egp3_damian,validation,1390,1,2,2,129
egp3_damian,train,5307,2,2,5,654
egp3_damian,train,5150,1,2,2,492
egp3_damian,validation,1211,2,1,1,93
egp3_damian,validation,6203,2,2,3,486
egp3_damian,train,8312,1,NA,1,89
egp3_damian,validation,5370,2,2,3,382
egp3_damian,validation,4116,3,3,1,155
egp3_damian,train,1410,1,1,1,111
egp3_damian,train,5130,1,1,2,418
egp3_damian,validation,5228,2,2,1,104
egp3_damian,train,5343,2,1,5,1502
egp3_damian,validation,5431,3,3,2,1218
egp3_damian,validation,8311,1,1,5,2358
egp3_damian,train,7100,2,NA,1,128
egp3_damian,validation,5269,2,2,2,358
egp3_damian,validation,1150,1,2,1,134
egp3_damian,validation,4115,3,3,1,106
egp3_damian,validation,5530,1,1,2,488
egp3_damian,train,1203,1,2,5,1170
egp3_damian,train,4107,2,2,5,2980
egp3_damian,validation,2127,1,3,2,526
egp3_damian,validation,8101,2,2,2,172
egp3_damian,validation,5304,2,3,3,1047
egp3_damian,validation,4112,3,2,1,264
egp3_damian,validation,5352,2,2,2,718
egp3_damian,train,4132,2,2,2,445
egp3_damian,train,4136,3,3,1,302
egp3_damian,validation,8101,2,1,3,461
egp3_damian,train,5321,2,1,1,214
egp3_damian,train,8123,3,2,2,99
egp3_damian,validation,7121,2,1,1,44
egp3_damian,validation,1290,2,2,2,92
egp3_damian,validation,2126,1,1,4,511
egp3_damian,train,1290,2,2,1,44
egp3_damian,train,5306,2,3,2,1112
egp3_damian,train,4112,3,2,2,1034
egp3_damian,train,5247,1,2,1,54
egp3_damian,train,5101,2,3,3,585
egp3_damian,validation,5400,3,1,1,55
egp3_damian,train,1134,1,3,1,68
egp3_damian,train,1241,1,3,2,148
egp3_damian,train,5263,2,2,1,54
egp3_damian,train,8159,2,2,4,537
egp3_damian,train,1131,1,2,1,59
egp3_damian,train,8160,2,2,3,818
egp3_damian,validation,4105,2,2,1,166
egp3_damian,validation,2133,1,3,1,174
egp3_damian,train,4116,3,3,1,133
egp3_damian,validation,8123,3,2,1,176
egp3_damian,validation,5210,2,1,1,160
egp3_damian,validation,5540,1,2,1,202
egp3_damian,validation,4105,3,3,2,262
egp3_damian,train,1420,1,2,1,147
egp3_damian,validation,1331,1,1,2,185
egp3_damian,train,4105,3,3,2,220
egp3_damian,validation,1350,1,1,1,418
egp3_damian,validation,1432,2,1,1,542
egp3_damian,validation,5491,3,2,1,368
egp3_damian,validation,5252,2,2,1,377
egp3_damian,train,5272,1,2,8,1687
egp3_damian,validation,4136,2,3,2,750
egp3_damian,validation,5342,2,3,2,762
egp3_damian,validation,5481,3,1,1,386
egp3_damian,train,5451,3,2,1,315
egp3_damian,train,5150,1,3,1,325
egp3_damian,train,5522,3,2,3,916
egp3_damian,validation,5150,1,1,1,370
egp3_damian,validation,5321,2,3,2,505
egp3_damian,validation,5170,1,2,1,574
egp3_damian,train,4160,3,3,2,977
egp3_damian,train,4190,3,3,2,309
egp3_damian,validation,4111,3,3,8,2580
egp3_damian,train,8204,2,3,4,478
egp3_damian,train,1300,1,2,1,177
egp3_damian,validation,8201,2,1,1,71
egp3_damian,validation,1131,1,2,2,76
egp3_damian,validation,6211,2,1,1,67
egp3_damian,validation,5225,2,3,1,63
egp3_damian,validation,5211,2,2,1,81
egp3_damian,validation,7209,3,2,2,106
egp3_damian,train,6101,1,3,1,102
egp3_damian,train,5501,2,1,2,227
egp3_damian,validation,4114,3,1,1,123
egp3_damian,train,5222,2,3,3,448
egp3_damian,train,5233,2,1,1,380
egp3_damian,validation,7209,3,3,1,391
egp3_damian,validation,8132,3,3,5,955
egp3_damian,train,8131,2,3,1,199
egp3_damian,train,8101,2,1,1,312
egp3_damian,train,1151,1,3,1,312
egp3_damian,validation,5121,2,1,1,172
egp3_damian,train,5351,2,2,5,829
egp3_damian,train,8130,2,3,1,159
egp3_damian,train,5382,2,1,1,153
egp3_damian,validation,1205,1,3,3,1207
egp3_damian,train,1205,1,3,3,509
egp3_damian,train,8132,3,2,1,163
egp3_damian,validation,5352,2,1,1,181
egp3_damian,validation,5220,2,3,1,210
egp3_damian,validation,5180,1,3,1,157
egp3_damian,train,5529,2,2,2,564
egp3_damian,validation,5251,2,3,1,267
egp3_damian,train,5241,2,1,1,186
egp3_damian,validation,1162,1,2,1,280
egp3_damian,train,5304,2,3,2,330
egp3_damian,validation,6201,2,2,1,154
egp3_damian,train,6133,1,2,4,576
egp3_damian,validation,1229,2,2,1,179
egp3_damian,validation,5341,2,3,1,352
egp3_damian,validation,1250,2,3,2,434
egp3_damian,train,1162,1,1,1,171
egp3_damian,validation,5129,2,2,1,371
egp3_damian,validation,5206,2,1,1,763
egp3_damian,train,5324,2,3,1,240
egp3_damian,train,7130,2,1,3,423
egp3_damian,validation,4160,3,3,1,405
egp3_damian,validation,5269,2,3,3,1748
egp3_damian,train,5321,2,3,1,1106
egp3_damian,validation,5247,1,2,2,3187
egp3_damian,validation,8150,2,1,2,831
egp3_damian,validation,6140,2,3,2,1115
egp3_damian,train,5450,3,1,1,103
egp3_damian,train,1173,1,2,1,119
egp3_damian,train,5265,2,2,1,131
egp3_damian,validation,5252,2,3,1,106
egp3_damian,train,1361,1,1,1,193
egp3_damian,train,4103,3,1,2,426
egp3_damian,validation,1221,1,3,1,134
egp3_damian,train,5244,2,3,1,129
egp3_damian,train,5370,2,1,1,118
egp3_damian,validation,8203,3,2,1,120
egp3_damian,validation,6231,1,1,1,257
egp3_damian,validation,5280,2,1,1,453
egp3_damian,train,4170,2,1,1,318
egp3_damian,train,1364,1,3,2,670
egp3_damian,validation,2120,1,2,1,146
egp3_damian,train,7201,2,1,1,150
egp3_damian,train,5543,2,2,2,204
egp3_damian,validation,4136,3,3,1,68
egp3_damian,validation,8190,2,1,1,135
egp3_damian,train,8110,2,2,1,143
egp3_damian,train,9999,2,3,1,188
egp3_damian,validation,5241,2,3,2,264
egp3_damian,validation,6133,1,3,1,169
egp3_damian,validation,7200,3,2,1,129
egp3_damian,validation,1201,1,1,2,187
egp3_damian,train,5240,2,1,1,137
egp3_damian,validation,1240,1,3,1,231
egp3_damian,validation,5470,3,1,2,189
egp3_damian,train,1450,2,3,1,92
egp3_damian,validation,1132,1,2,1,94
egp3_damian,validation,7133,2,1,1,90
egp3_damian,train,7100,1,1,1,153
egp3_damian,validation,2122,2,3,1,91
egp3_damian,train,1203,1,3,1,87
egp3_damian,validation,4100,3,1,1,349
egp3_damian,validation,4130,3,2,2,294
egp3_damian,train,4151,3,3,3,2781
egp3_damian,validation,4135,3,3,2,552
egp3_damian,train,4190,3,2,1,295
egp3_damian,train,4101,3,2,1,410
egp3_damian,train,5340,2,3,1,111
egp3_damian,validation,2124,1,3,1,99
egp3_damian,validation,5269,2,1,1,105
egp3_damian,train,8310,1,1,1,87
egp3_damian,train,5380,2,3,2,628
egp3_damian,train,5490,3,2,1,182
egp3_damian,train,1209,2,1,1,121
egp3_damian,validation,5401,3,1,2,959
egp3_damian,validation,4110,2,1,1,200
egp3_damian,validation,4110,3,1,1,200
egp3_damian,validation,5390,2,3,2,1731
egp3_damian,validation,8300,2,1,1,155
egp3_damian,validation,5180,1,1,1,550
egp3_damian,validation,4102,3,3,1,969
egp3_damian,validation,4103,3,1,1,969
egp3_damian,validation,4111,3,2,1,205
egp3_damian,validation,5329,2,3,1,227
egp3_damian,train,4110,3,2,2,449
egp3_damian,train,4110,3,1,1,329
egp3_damian,train,2101,1,2,2,437
egp3_damian,train,5111,2,3,1,55
egp3_damian,train,5110,1,1,1,48
egp3_damian,validation,5410,3,3,5,798
egp3_damian,train,5381,2,3,3,473
egp3_damian,train,1460,2,2,1,59
egp3_damian,train,5381,2,2,2,166
egp3_damian,train,5310,2,1,1,56
egp3_damian,validation,5234,2,2,1,71
egp3_damian,train,8110,2,1,1,75
egp3_damian,validation,5522,3,1,1,284
egp3_damian,validation,1121,1,2,1,479
egp3_damian,train,4110,2,1,1,489
egp3_damian,train,1102,1,2,1,132
egp3_damian,train,6130,1,3,1,275
egp3_damian,train,5521,2,1,1,248
egp3_damian,validation,1202,1,2,1,299
egp3_damian,validation,5410,3,1,1,299
egp3_damian,train,4131,2,2,1,462
egp3_damian,train,4131,3,3,1,462
egp3_damian,validation,1166,1,2,2,1686
egp3_damian,validation,5381,2,1,1,254
egp3_damian,train,5161,2,3,1,120
egp3_damian,validation,7134,2,1,1,123
egp3_damian,train,8300,2,3,1,90
egp3_damian,train,9999,2,1,2,349
egp3_damian,validation,5529,2,3,1,236
egp3_damian,train,5131,2,3,1,611
egp3_damian,validation,5349,2,2,1,164
egp3_damian,validation,8125,2,3,1,164
egp3_damian,train,5351,2,3,2,190
egp3_damian,validation,5351,2,3,1,107
egp3_damian,validation,1104,1,3,1,108
egp3_damian,validation,1163,1,1,1,98
egp3_damian,train,5311,2,2,1,99
egp3_damian,validation,5229,2,2,1,133
egp3_damian,validation,7111,1,1,1,103
egp3_damian,validation,5311,2,3,1,96
egp3_damian,validation,1222,1,2,1,91
egp3_damian,train,1220,1,NA,1,735
egp3_damian,validation,1120,1,2,1,725
egp3_damian,validation,8319,2,2,1,198
egp3_damian,validation,4111,2,2,1,2414
egp3_damian,validation,4190,3,3,1,648
egp3_damian,train,1140,1,1,2,282
egp3_damian,validation,5207,2,3,1,131
egp3_damian,validation,5100,1,3,1,130
egp3_damian,validation,8140,2,3,1,164
egp3_damian,validation,2133,1,1,1,188
egp3_damian,train,1140,1,2,1,128
egp3_damian,train,1221,1,3,1,150
egp3_damian,train,8209,3,1,1,268
egp3_damian,validation,1422,1,1,1,197
egp3_damian,validation,5209,2,3,1,142
egp3_damian,validation,1222,1,3,1,167
egp3_damian,validation,4134,3,3,1,163
egp3_damian,validation,4114,2,2,1,143
egp3_damian,train,4134,2,2,1,133
egp3_damian,train,5306,2,1,1,28
egp3_damian,validation,5381,2,3,1,47
egp3_damian,train,5501,2,3,1,34
egp3_damian,train,5290,2,1,1,39
egp3_damian,train,1202,1,3,1,37
egp3_damian,validation,5111,2,1,1,31
egp3_damian,validation,5210,2,3,2,412
egp3_damian,train,8303,2,2,1,209
baja_damian,validation,5246,0,0,103,29215
baja_damian,validation,7111,0,0,1089,310325
baja_damian,validation,5345,0,0,193,52183
baja_damian,validation,8200,0,1,1099,321196
baja_damian,validation,8100,0,1,83,25083
baja_damian,validation,5241,0,0,48,12971
baja_damian,validation,5200,0,0,76,24837
baja_damian,validation,1220,0,0,208,59945
baja_damian,validation,1105,0,0,95,29464
baja_damian,validation,8124,0,0,390,95108
baja_damian,validation,8111,1,1,14,4626
baja_damian,validation,5400,1,0,43,15969
baja_damian,validation,5322,0,0,142,37511
baja_damian,validation,7100,0,0,715,227079
baja_damian,validation,1252,0,0,34,6223
baja_damian,train,8200,0,1,1135,322375
baja_damian,train,1330,0,0,343,93032
baja_damian,train,8100,0,0,287,71111
baja_damian,train,1160,0,0,195,50441
baja_damian,train,6200,0,0,500,123082
baja_damian,train,7201,0,0,275,77680
baja_damian,train,6270,0,0,700,143716
baja_damian,train,7100,0,0,703,217502
baja_damian,train,1300,0,0,173,36450
baja_damian,validation,5141,0,0,118,31341
baja_damian,validation,1330,0,0,390,105848
baja_damian,validation,5344,0,0,136,29812
baja_damian,validation,5303,0,0,4,834
baja_damian,validation,5321,0,0,14,7523
baja_damian,train,7210,1,0,102,35943
baja_damian,train,5208,0,0,178,47010
baja_damian,train,1105,0,0,106,22853
baja_damian,train,5262,0,0,9,2262
baja_damian,train,5141,0,0,122,29650
baja_damian,train,5345,0,0,199,66618
baja_damian,train,8100,0,1,101,26177
baja_damian,train,5520,0,0,612,186576
baja_damian,train,8122,1,0,1,119
baja_damian,validation,6221,0,0,173,56793
baja_damian,validation,1205,0,0,189,59325
baja_damian,validation,5101,0,0,18,3616
baja_damian,validation,8301,0,0,255,66713
baja_damian,validation,1251,0,0,172,47256
baja_damian,validation,5343,0,0,118,26906
baja_damian,validation,6200,0,0,567,130181
baja_damian,validation,8100,0,0,283,72455
baja_damian,validation,7210,1,1,253,81602
baja_damian,validation,8130,0,0,196,51075
baja_damian,train,5340,0,0,11,1176
baja_damian,train,5440,0,0,59,14461
baja_damian,train,6210,0,0,228,63441
baja_damian,train,5245,0,0,187,49351
baja_damian,validation,6202,0,0,98,23947
baja_damian,validation,5120,0,0,7,770
baja_damian,validation,5261,0,0,74,15908
baja_damian,validation,7201,0,0,282,83527
baja_damian,validation,5227,0,0,40,12690
baja_damian,validation,5225,0,0,9,1816
baja_damian,validation,5421,0,0,9,2048
baja_damian,validation,6210,0,0,220,56892
baja_damian,train,8124,1,1,119,29935
baja_damian,train,5242,0,0,61,17163
baja_damian,train,5200,0,1,9,2543
baja_damian,train,5267,0,1,2,229
baja_damian,train,5202,0,0,262,73192
baja_damian,train,1432,0,0,8,2177
baja_damian,train,1132,0,0,61,17625
baja_damian,train,1172,0,0,216,55967
baja_damian,train,5121,0,0,29,5620
baja_damian,train,1251,0,0,176,48548
baja_damian,validation,5342,0,0,21,6931
baja_damian,validation,1204,0,0,89,25239
baja_damian,validation,6270,0,0,678,145103
baja_damian,validation,5208,0,0,179,54239
baja_damian,validation,2127,0,0,47,7972
baja_damian,validation,1172,0,0,186,39187
baja_damian,validation,7210,1,0,89,28789
baja_damian,validation,5140,0,0,33,10136
baja_damian,validation,5520,0,0,660,201111
baja_damian,train,2122,0,0,59,24433
baja_damian,train,2125,0,0,73,21417
baja_damian,train,6251,1,1,3,576
baja_damian,train,6221,0,0,153,43066
baja_damian,train,7111,0,0,1089,286775
baja_damian,train,5240,0,0,14,6732
baja_damian,train,7210,1,1,230,67317
baja_damian,train,5502,0,0,61,13489
baja_damian,validation,6251,1,1,5,509
baja_damian,validation,7212,1,1,22,3843
baja_damian,validation,8201,0,0,54,21014
baja_damian,validation,1160,0,0,194,44187
baja_damian,validation,5251,0,0,23,8579
baja_damian,validation,8126,1,1,37,9502
baja_damian,train,6232,0,0,22,5780
baja_damian,validation,6251,0,0,43,11446
baja_damian,validation,5245,0,0,194,51522
baja_damian,validation,1320,0,0,255,75228
baja_damian,train,5322,0,0,144,35615
baja_damian,train,6220,0,0,30,8453
baja_damian,train,5203,0,0,7,4915
baja_damian,train,5203,0,1,3,341
baja_damian,train,5344,0,0,142,29077
baja_damian,train,5222,0,0,127,35757
baja_damian,train,1205,0,0,176,36951
baja_damian,validation,1130,0,0,197,41243
baja_damian,validation,5267,0,0,79,19301
baja_damian,validation,5300,0,0,10,3969
baja_damian,validation,5441,0,0,30,8645
baja_damian,validation,1230,0,0,40,8917
baja_damian,validation,5521,0,0,225,69281
baja_damian,train,8139,0,0,2,222
baja_damian,train,6101,0,0,98,19746
baja_damian,train,1204,0,0,81,25656
baja_damian,train,6160,0,0,92,21508
baja_damian,validation,1390,0,0,15,1406
baja_damian,validation,1412,0,0,42,10752
