p3coe,pos_ocu,emple7c,p4a,sinco_original,egp_original,egp_oficial,revision,registros,poblacion,cmo_label,destinos,etiquetas_destinos
2133,4,7,8130,1134,1,1,original_coincide_con_consenso_oficial,1,252,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",1134|1135,1134 Directores de organizaciones agrarias || 1135 Directores de organizaciones civiles y religiosas
5141,1,7,3340,2630,2,NA,requiere_revision_semantica,2,252,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
6110,1,4,4681,1512,2,2,original_coincide_con_consenso_oficial,2,251,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6150,1,6,9800,1721,1,1,original_coincide_con_consenso_oficial,1,250,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
6121,1,6,4310,1623,1,NA,requiere_revision_semantica,3,250,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
6150,1,5,8121,1721,1,1,original_coincide_con_consenso_oficial,2,250,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
5246,1,6,6132,2634,8,8,original_coincide_con_consenso_oficial,2,250,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
8150,1,5,7112,3222,4,NA,requiere_revision_semantica,1,249,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
4160,1,6,1110,6117,13,13,original_coincide_con_consenso_oficial,2,249,Trabajadores en actividades de beneficio de productos agropecuarios,6117|6128,6117 Trabajadores en actividades de beneficio de productos agrícolas || 6128 Trabajadores en actividades de beneficio de productos pecuarios
5246,1,7,3260,2634,9,9,original_coincide_con_consenso_oficial,2,249,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
5410,1,6,2370,9211,10,10,original_coincide_con_consenso_oficial,1,249,"Ayudantes, peones y similares en la extracción en minas, canteras y pozos",9211|9212,9211 Trabajadores de apoyo en la minería || 9212 Trabajadores de apoyo en la extracción
6150,2,2,5615,1721,2,2,original_coincide_con_consenso_oficial,1,248,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
6110,1,5,4611,1512,1,NA,requiere_revision_semantica,1,248,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6160,3,1,7210,1711,2,2,original_coincide_con_consenso_oficial,1,247,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
5190,1,5,4681,NA,NA,NA,original_tampoco_resuelve,1,247,NA,NA,NA
5246,1,7,3270,2634,9,9,original_coincide_con_consenso_oficial,2,247,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
1250,1,4,6111,2531,3,NA,requiere_revision_semantica,3,247,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
7201,1,2,4642,4224,3,NA,requiere_revision_semantica,3,247,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
4109,3,1,2221,6119,12,NA,requiere_revision_semantica,1,247,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6119|9111,"6119 Otros trabajadores en actividades agrícolas, no clasificados anteriormente || 9111 Trabajadores de apoyo en actividades agrícolas"
2121,1,7,4350,1211,2,NA,requiere_revision_semantica,2,247,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
7121,1,3,3150,8344,9,NA,requiere_revision_semantica,1,247,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
6180,1,5,9800,1723,1,NA,requiere_revision_semantica,1,246,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
6160,1,4,4671,1711,2,2,original_coincide_con_consenso_oficial,3,246,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
5100,4,3,7221,1614,2,NA,requiere_revision_semantica,1,246,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
2121,2,3,1141,1211,2,NA,requiere_revision_semantica,1,246,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
7201,1,2,3110,4224,3,NA,requiere_revision_semantica,2,246,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
4160,1,3,4310,6117,13,13,original_coincide_con_consenso_oficial,2,244,Trabajadores en actividades de beneficio de productos agropecuarios,6117|6128,6117 Trabajadores en actividades de beneficio de productos agrícolas || 6128 Trabajadores en actividades de beneficio de productos pecuarios
5246,1,5,3320,2634,8,8,original_coincide_con_consenso_oficial,2,244,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
2123,1,6,4850,1322,1,1,original_coincide_con_consenso_oficial,2,244,"Directores, gerentes y administradores de área o establecimientos en comunicaciones y transportes",1322|1323,1322 Directores y gerentes en comunicación y telecomunicaciones || 1323 Directores y gerentes en servicios de transporte
2123,1,6,4910,1322,1,1,original_coincide_con_consenso_oficial,1,244,"Directores, gerentes y administradores de área o establecimientos en comunicaciones y transportes",1322|1323,1322 Directores y gerentes en comunicación y telecomunicaciones || 1323 Directores y gerentes en servicios de transporte
1250,1,3,9314,2531,3,NA,requiere_revision_semantica,1,244,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
6180,2,3,9800,1723,2,NA,requiere_revision_semantica,1,243,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
1230,1,7,6132,2612,2,NA,requiere_revision_semantica,2,243,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
6180,1,6,3110,1723,1,NA,requiere_revision_semantica,1,243,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
1204,1,5,2381,2621,2,NA,requiere_revision_semantica,2,242,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
7201,1,2,4620,4224,3,NA,requiere_revision_semantica,1,241,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6121,1,3,4870,1623,2,2,original_coincide_con_consenso_oficial,1,240,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
6131,1,5,5411,NA,NA,NA,original_tampoco_resuelve,1,239,NA,NA,NA
2121,1,3,4661,1211,2,NA,requiere_revision_semantica,2,239,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
2126,1,2,8130,1222,1,NA,requiere_revision_semantica,1,239,"Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",1222|1225|1226,1222 Directores y gerentes en desarrollo social y económico || 1225 Comandantes de las fuerzas armadas || 1226 Directores en servicios de vigilancia y seguridad
6160,1,6,7112,1711,1,1,original_coincide_con_consenso_oficial,1,238,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
6121,1,6,9800,1623,1,NA,requiere_revision_semantica,1,238,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
1250,1,7,8130,2531,3,NA,requiere_revision_semantica,2,238,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
1204,1,6,7210,2621,2,NA,requiere_revision_semantica,2,238,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
8150,1,2,5310,3222,4,NA,requiere_revision_semantica,2,238,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6121,1,3,4881,1623,2,2,original_coincide_con_consenso_oficial,2,238,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
6110,1,6,4611,1512,1,NA,requiere_revision_semantica,1,237,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
5246,1,5,3360,2634,8,8,original_coincide_con_consenso_oficial,2,236,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
7121,1,6,4611,8344,8,NA,requiere_revision_semantica,1,235,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
2124,1,2,2370,1312,2,2,original_coincide_con_consenso_oficial,1,235,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
2133,1,3,8130,1134,1,1,original_coincide_con_consenso_oficial,3,235,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",1134|1135,1134 Directores de organizaciones agrarias || 1135 Directores de organizaciones civiles y religiosas
4160,1,7,1110,6117,13,13,original_coincide_con_consenso_oficial,1,235,Trabajadores en actividades de beneficio de productos agropecuarios,6117|6128,6117 Trabajadores en actividades de beneficio de productos agrícolas || 6128 Trabajadores en actividades de beneficio de productos pecuarios
5249,1,2,4340,2639,9,9,original_coincide_con_consenso_oficial,1,235,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2639|7214,"2639 Otras ocupaciones de mecánicos y técnicos en el mantenimiento y reparación de equipos mecánicos, vehículos de motor e instrumentos industriales, no clasificados anteriormente || 7214 Montadores de estructuras metálicas"
6160,2,3,5222,1711,2,2,original_coincide_con_consenso_oficial,1,234,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
2124,1,5,3380,1312,1,1,original_coincide_con_consenso_oficial,1,234,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
8150,1,6,5120,3222,4,NA,requiere_revision_semantica,3,234,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
5100,1,6,3120,1614,1,NA,requiere_revision_semantica,2,234,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
6160,1,6,5110,1711,1,1,original_coincide_con_consenso_oficial,2,234,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
1204,1,4,4671,2621,2,NA,requiere_revision_semantica,1,233,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
5100,1,2,7221,1614,2,NA,requiere_revision_semantica,3,232,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
8150,1,2,5615,3222,4,NA,requiere_revision_semantica,2,232,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
5246,1,5,4661,2634,8,8,original_coincide_con_consenso_oficial,1,232,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
7201,2,2,4632,4224,3,NA,requiere_revision_semantica,2,232,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6110,1,7,3120,1512,2,2,original_coincide_con_consenso_oficial,2,232,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
1204,3,2,2381,2621,2,NA,requiere_revision_semantica,2,232,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
7121,1,2,4330,8344,9,NA,requiere_revision_semantica,2,231,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
5246,1,2,2123,2634,9,9,original_coincide_con_consenso_oficial,1,231,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
2124,2,3,2382,1312,2,2,original_coincide_con_consenso_oficial,3,230,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
2124,1,6,2122,1312,1,1,original_coincide_con_consenso_oficial,2,230,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
1230,4,6,6132,2612,2,NA,requiere_revision_semantica,2,230,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
5246,1,4,5620,2634,9,9,original_coincide_con_consenso_oficial,1,230,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
1250,4,6,9312,2531,3,NA,requiere_revision_semantica,1,230,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
5246,1,6,3220,2634,8,8,original_coincide_con_consenso_oficial,2,228,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
6160,1,7,4330,1711,2,2,original_coincide_con_consenso_oficial,2,228,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
6121,1,4,9313,1623,2,2,original_coincide_con_consenso_oficial,1,228,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
2121,1,7,5221,1211,2,NA,requiere_revision_semantica,2,228,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
5400,1,5,6251,9236,10,10,original_coincide_con_consenso_oficial,2,227,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",9236|9411,"9236 Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco || 9411 Ayudantes en la preparación de alimentos"
5170,1,6,3350,1613,1,NA,requiere_revision_semantica,1,227,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",1613|8101,1613 Coordinadores y jefes de área en generación y provisión de energía eléctrica y agua || 8101 Supervisores de operadores de maquinaria industrial
1230,1,6,3310,2612,2,NA,requiere_revision_semantica,1,227,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
5380,2,2,3250,8131,5,5,original_coincide_con_consenso_oficial,1,227,Operadores de máquinas para el tratamiento de sustancias químicas y agua,8131|8134,8131 Operadores de máquinas para la elaboración de productos químicos || 8134 Operadores de máquinas para el tratamiento de agua
5400,1,6,1122,9236,10,10,original_coincide_con_consenso_oficial,1,227,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",9236|9411,"9236 Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco || 9411 Ayudantes en la preparación de alimentos"
1250,1,4,9314,2531,3,NA,requiere_revision_semantica,3,226,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
2124,1,4,3350,1312,2,2,original_coincide_con_consenso_oficial,1,226,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
5100,1,7,7210,1614,2,NA,requiere_revision_semantica,1,226,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
