p3coe,pos_ocu,emple7c,p4a,sinco_original,egp_original,egp_oficial,revision,registros,poblacion,cmo_label,destinos,etiquetas_destinos
7201,3,1,4612,4224,3,NA,requiere_revision_semantica,71,22885,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
5380,1,6,3250,8131,8,NA,requiere_revision_semantica,49,21451,Operadores de máquinas para el tratamiento de sustancias químicas y agua,8131|8134,8131 Operadores de máquinas para la elaboración de productos químicos || 8134 Operadores de máquinas para el tratamiento de agua
5400,1,5,7221,9236,10,10,original_coincide_con_consenso_oficial,74,20346,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",9236|9411,"9236 Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco || 9411 Ayudantes en la preparación de alimentos"
7121,1,2,3110,8344,9,NA,requiere_revision_semantica,61,20282,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
6160,1,6,4620,1711,1,1,original_coincide_con_consenso_oficial,72,20193,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
7201,3,1,4672,4224,3,NA,requiere_revision_semantica,40,20105,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
5141,1,6,3350,2630,2,NA,requiere_revision_semantica,46,17411,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
6160,1,5,7221,1711,1,1,original_coincide_con_consenso_oficial,38,16972,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
1250,1,6,9313,2531,3,NA,requiere_revision_semantica,85,16244,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
5246,1,6,3360,2634,8,8,original_coincide_con_consenso_oficial,70,15141,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
1204,1,6,3360,2621,2,NA,requiere_revision_semantica,68,14994,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
4134,3,1,1130,6225,12,NA,requiere_revision_semantica,48,13937,Cortadores y recolectores de leña,6225|9124,6225 Cortadores de leña || 9124 Recolectores de leña y acarreadores de agua
1250,1,6,9312,2531,3,NA,requiere_revision_semantica,66,13698,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
8150,1,2,7131,3222,4,NA,requiere_revision_semantica,36,12942,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
5141,1,6,3340,2630,2,NA,requiere_revision_semantica,42,12913,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
4119,1,2,1121,6129,13,NA,requiere_revision_semantica,44,12901,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6129|9112,"6129 Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente || 9112 Trabajadores de apoyo en actividades ganaderas"
8100,1,5,7221,5112,4,4,original_coincide_con_consenso_oficial,51,12152,Fonderos (preparan y sirven alimentos) en establecimientos,5112|5114,"5112 Fonderos, vendedores y comerciantes de comida || 5114 Taqueros y preparadores de comida rápida, antojitos, pizzas, hot dogs, jugos, café, etcétera"
7201,1,2,4662,4224,3,NA,requiere_revision_semantica,39,12037,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6101,1,6,9312,1523,1,NA,requiere_revision_semantica,69,11792,"Jefes de departamento, coordinadores y supervisores en servicios de educación",1523|2311,1523 Coordinadores y jefes de área en centros de enseñanza y capacitación || 2311 Supervisores e inspectores educativos
5246,1,6,3110,2634,8,8,original_coincide_con_consenso_oficial,32,11012,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
7201,3,1,4642,4224,3,NA,requiere_revision_semantica,43,10566,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6110,1,6,4620,1512,1,NA,requiere_revision_semantica,32,10483,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
4109,1,2,1110,6119,13,NA,requiere_revision_semantica,45,10464,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6119|9111,"6119 Otros trabajadores en actividades agrícolas, no clasificados anteriormente || 9111 Trabajadores de apoyo en actividades agrícolas"
5141,1,6,3310,2630,2,NA,requiere_revision_semantica,27,9868,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
6260,1,6,4850,3141,3,3,original_coincide_con_consenso_oficial,20,9637,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
2125,1,4,6112,1223,2,2,original_coincide_con_consenso_oficial,44,9529,Directores gerentes y administradores de área o establecimientos de enseñanza e investigación,1223|1324,1223 Directores y gerentes en centros de enseñanza y capacitación || 1324 Directores y gerentes en centros de investigación y desarrollo tecnológico
7201,3,1,4682,4224,3,NA,requiere_revision_semantica,26,9380,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6160,1,6,3250,1711,1,1,original_coincide_con_consenso_oficial,13,9371,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
2124,2,2,3110,1312,2,2,original_coincide_con_consenso_oficial,23,9174,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
5100,1,6,3110,1614,1,NA,requiere_revision_semantica,28,9074,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
5141,1,6,3320,2630,2,NA,requiere_revision_semantica,26,9058,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
1204,1,5,8112,2621,2,NA,requiere_revision_semantica,13,8933,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
4109,1,5,1110,6119,13,NA,requiere_revision_semantica,29,8909,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6119|9111,"6119 Otros trabajadores en actividades agrícolas, no clasificados anteriormente || 9111 Trabajadores de apoyo en actividades agrícolas"
8311,1,6,9312,5401,2,NA,requiere_revision_semantica,49,8542,Trabajadores de la fuerza armada marítima,5401|5412,5401 Supervisores de las fuerzas armadas || 5412 Trabajadores de la fuerza armada marítima
7121,1,6,4310,8344,8,NA,requiere_revision_semantica,25,8520,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
1250,1,6,9314,2531,3,NA,requiere_revision_semantica,26,8429,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
4120,4,2,1121,6131,13,NA,requiere_revision_semantica,37,8411,Trabajadores que combinan actividades agrícolas con ganaderas,6131|9113,6131 Trabajadores que combinan actividades agrícolas con ganaderas || 9113 Trabajadores de apoyo que realizan actividades agrícolas y ganaderas
7121,1,3,3110,8344,9,NA,requiere_revision_semantica,28,8026,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
8150,3,1,7131,3222,6,NA,requiere_revision_semantica,28,7888,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6101,1,6,6131,1523,1,NA,requiere_revision_semantica,12,7854,"Jefes de departamento, coordinadores y supervisores en servicios de educación",1523|2311,1523 Coordinadores y jefes de área en centros de enseñanza y capacitación || 2311 Supervisores e inspectores educativos
5246,1,6,3260,2634,8,8,original_coincide_con_consenso_oficial,15,7765,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
6110,1,6,9313,1512,1,NA,requiere_revision_semantica,46,7675,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6110,1,5,4620,1512,1,NA,requiere_revision_semantica,18,7543,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
1204,1,2,8112,2621,2,NA,requiere_revision_semantica,33,7465,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
1423,2,2,5411,2541,5,5,original_coincide_con_consenso_oficial,30,7363,Decoradores y diseñadores,2541|2542|2543|2544,"2541 Diseñadores de moda y vestuario || 2542 Diseñadores industriales || 2543 Diseñadores gráficos || 2544 Decoradores de interiores, jardines y diversos materiales (tazas, llaveros, etcétera)"
5400,1,6,3110,9236,10,10,original_coincide_con_consenso_oficial,24,7018,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",9236|9411,"9236 Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco || 9411 Ayudantes en la preparación de alimentos"
6101,1,5,6112,1523,1,NA,requiere_revision_semantica,33,6973,"Jefes de departamento, coordinadores y supervisores en servicios de educación",1523|2311,1523 Coordinadores y jefes de área en centros de enseñanza y capacitación || 2311 Supervisores e inspectores educativos
5246,1,6,3250,2634,8,8,original_coincide_con_consenso_oficial,16,6756,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
8150,3,2,7131,3222,6,NA,requiere_revision_semantica,10,6755,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
5141,1,6,3330,2630,2,NA,requiere_revision_semantica,24,6720,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
5100,2,2,7221,1614,2,NA,requiere_revision_semantica,8,6636,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
6110,1,6,9312,1512,1,NA,requiere_revision_semantica,28,6561,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6160,1,3,7221,1711,2,2,original_coincide_con_consenso_oficial,18,6457,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
6110,1,6,5221,1512,1,NA,requiere_revision_semantica,11,6444,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6160,1,5,4620,1711,1,1,original_coincide_con_consenso_oficial,22,6427,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
4170,1,5,1110,6101,7,7,original_coincide_con_consenso_oficial,13,6413,"Capataces, caporales, mayorales y similares en actividades agropecuarias,silvícolas y pesqueras",6101|6201,"6101 Supervisores, encargados y capataces agropecuarios || 6201 Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares"
2124,2,2,8111,1312,2,2,original_coincide_con_consenso_oficial,24,6383,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
8150,1,5,7131,3222,4,NA,requiere_revision_semantica,21,6366,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
8100,1,4,7221,5112,4,4,original_coincide_con_consenso_oficial,30,6279,Fonderos (preparan y sirven alimentos) en establecimientos,5112|5114,"5112 Fonderos, vendedores y comerciantes de comida || 5114 Taqueros y preparadores de comida rápida, antojitos, pizzas, hot dogs, jugos, café, etcétera"
6150,1,6,9314,1721,1,1,original_coincide_con_consenso_oficial,9,6154,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
6160,1,6,4310,1711,1,1,original_coincide_con_consenso_oficial,30,6012,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
8150,3,1,8121,3222,6,NA,requiere_revision_semantica,20,5984,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6121,1,6,9313,1623,1,NA,requiere_revision_semantica,15,5977,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
7121,1,6,4681,8344,8,NA,requiere_revision_semantica,14,5857,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
7121,1,2,4611,8344,9,NA,requiere_revision_semantica,20,5754,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
1204,1,6,3320,2621,2,NA,requiere_revision_semantica,12,5743,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
4170,1,6,1110,6101,7,7,original_coincide_con_consenso_oficial,24,5709,"Capataces, caporales, mayorales y similares en actividades agropecuarias,silvícolas y pesqueras",6101|6201,"6101 Supervisores, encargados y capataces agropecuarios || 6201 Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares"
2123,2,2,4850,1322,2,2,original_coincide_con_consenso_oficial,18,5601,"Directores, gerentes y administradores de área o establecimientos en comunicaciones y transportes",1322|1323,1322 Directores y gerentes en comunicación y telecomunicaciones || 1323 Directores y gerentes en servicios de transporte
1204,1,6,3250,2621,2,NA,requiere_revision_semantica,10,5565,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
2125,1,3,6112,1223,2,2,original_coincide_con_consenso_oficial,30,5534,Directores gerentes y administradores de área o establecimientos de enseñanza e investigación,1223|1324,1223 Directores y gerentes en centros de enseñanza y capacitación || 1324 Directores y gerentes en centros de investigación y desarrollo tecnológico
7201,3,1,4340,4224,3,NA,requiere_revision_semantica,18,5494,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
1230,1,6,6222,2612,2,NA,requiere_revision_semantica,29,5471,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
8150,1,2,8130,3222,4,NA,requiere_revision_semantica,11,5467,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
2124,1,6,3360,1312,1,1,original_coincide_con_consenso_oficial,16,5451,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
5100,1,5,7221,1614,1,NA,requiere_revision_semantica,19,5405,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
6160,1,6,3110,1711,1,1,original_coincide_con_consenso_oficial,15,5315,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
5246,1,6,3310,2634,8,8,original_coincide_con_consenso_oficial,13,5304,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
4151,1,6,1122,6212,13,NA,requiere_revision_semantica,6,5299,Trabajadores en actividades de acuacultura,6212|9122,6212 Trabajadores en actividades de acuacultura || 9122 Trabajadores de apoyo en actividades de acuicultura y pesca
6160,1,5,4330,1711,1,1,original_coincide_con_consenso_oficial,8,5011,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
5190,1,6,3360,NA,NA,NA,original_tampoco_resuelve,23,5008,NA,NA,NA
6121,1,5,4840,1623,1,NA,requiere_revision_semantica,8,4889,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
7201,4,2,4662,4224,3,NA,requiere_revision_semantica,19,4858,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6101,1,6,6132,1523,1,NA,requiere_revision_semantica,34,4850,"Jefes de departamento, coordinadores y supervisores en servicios de educación",1523|2311,1523 Coordinadores y jefes de área en centros de enseñanza y capacitación || 2311 Supervisores e inspectores educativos
5246,1,6,3320,2634,8,8,original_coincide_con_consenso_oficial,16,4843,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
5100,2,2,3110,1614,2,NA,requiere_revision_semantica,14,4799,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
