cmo,classification,old_value,new_value,n,w_pre,w_post,historical_target_official,forward,unique_forward,reverse,unique_reverse,train_n,validation_n,train_forward,validation_forward,train_reverse,validation_reverse,train_unique_forward,validation_unique_forward,train_unique_reverse,validation_unique_reverse,accepted,reason,rule_id,family,scope,conceptual_basis
1203,clase_ocu_damian,1,1,26,4317,4545,TRUE,0.6866550023858756,TRUE,1,TRUE,13,13,0.687624254473161,0.684931506849315,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1322,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1205,clase_ocu_damian,1,1,277,71978,71140,TRUE,0.7476214217458141,TRUE,1,TRUE,134,143,0.7695867500202972,0.7339401601348504,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1323,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1206,clase_ocu_damian,1,1,66,16236,16967,TRUE,0.8411127803968295,TRUE,1,TRUE,37,29,0.9363541666666667,0.7468824075028342,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1324,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1220,clase_ocu_damian,1,1,404,124950,125463,TRUE,0.9483079211602826,TRUE,1,TRUE,211,193,0.9460713290610198,0.9509844784181658,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1325,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1221,clase_ocu_damian,1,1,24,5553,5645,TRUE,0.818905766111193,TRUE,1,TRUE,15,9,0.8662264612374664,0.7470282317979198,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1326,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1230,clase_ocu_damian,1,1,50,11465,11590,TRUE,0.7057990642698843,TRUE,1,TRUE,27,23,0.8464583048996861,0.5902209263205114,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1327,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1250,clase_ocu_damian,2,2,95,16327,16378,TRUE,0.5316855542529634,TRUE,1,TRUE,53,42,0.5130616509926855,0.5625,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1328,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1251,clase_ocu_damian,2,2,271,69044,69712,TRUE,0.7144601502514539,TRUE,1,TRUE,138,133,0.7948045024911324,0.6325916640551551,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1329,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1300,clase_ocu_damian,1,1,336,81523,80698,TRUE,0.9908358350450308,TRUE,1,TRUE,172,164,0.9951440329218108,0.987409169267026,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1330,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1310,clase_ocu_damian,1,1,205,56119,56633,TRUE,0.9289533363129231,TRUE,1,TRUE,114,91,0.9255344775669979,0.933127458549318,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1331,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1320,clase_ocu_damian,1,1,449,125353,124182,TRUE,0.9828447322821681,TRUE,1,TRUE,199,250,0.9744231835299065,0.9887010155793056,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1332,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1330,clase_ocu_damian,1,1,730,198218,198565,TRUE,0.9966713596138375,TRUE,1,TRUE,342,388,0.9975169834035601,0.9959281233466858,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1333,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1340,clase_ocu_damian,1,1,263,69777,71371,TRUE,0.9560457628279784,TRUE,1,TRUE,139,124,0.9398206706580093,0.9714766894781864,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1334,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1360,clase_ocu_damian,1,1,25,9877,9547,TRUE,1,TRUE,1,TRUE,18,7,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1335,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1364,clase_ocu_damian,1,1,33,7560,7532,TRUE,0.9020403293163107,TRUE,1,TRUE,14,19,0.8401336196611787,0.9639618138424821,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1336,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1390,clase_ocu_damian,1,1,32,4289,4395,TRUE,0.960152227445713,TRUE,1,TRUE,19,13,0.9839921594250245,0.9082503556187767,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1337,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1401,clase_ocu_damian,1,1,30,8822,9730,TRUE,0.917238511124974,TRUE,1,TRUE,13,17,0.8771551724137931,0.962560921577315,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1338,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1412,clase_ocu_damian,1,1,74,17343,18402,TRUE,0.9274827530884004,TRUE,1,TRUE,33,41,1,0.8738839285714286,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1339,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1420,clase_ocu_damian,1,1,17,3308,3104,TRUE,0.957452966714906,TRUE,1,TRUE,11,6,0.8799019607843137,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1340,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
1423,clase_ocu_damian,2,2,70,20441,20610,TRUE,0.7241135003011088,TRUE,1,TRUE,42,28,0.6513848488680916,0.8167539267015707,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1341,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2101,clase_ocu_damian,1,1,23,6374,6261,TRUE,0.8538513060951105,TRUE,1,TRUE,9,14,0.832823259372609,0.865182436611008,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1342,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2110,clase_ocu_damian,1,1,19,3080,2937,TRUE,0.8997955010224948,TRUE,1,TRUE,8,11,0.8998555609051516,0.899702823179792,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1343,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2111,clase_ocu_damian,1,1,29,8543,8232,TRUE,0.752289538569919,TRUE,1,TRUE,18,11,0.7799073030189152,0.6869255855321672,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1344,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2120,clase_ocu_damian,1,1,13,2029,1990,TRUE,0.7741320106829455,TRUE,1,TRUE,5,8,0.7118863049095607,0.863932898415657,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1345,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2121,clase_ocu_damian,1,1,131,40095,41286,TRUE,0.7835033415406261,TRUE,1,TRUE,69,62,0.8314275899298228,0.7517940059096665,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1346,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2123,clase_ocu_damian,1,1,16,6218,5850,TRUE,0.8123856806898354,TRUE,1,TRUE,9,7,0.9459616502033701,0.7032288698955366,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1347,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2125,clase_ocu_damian,1,1,128,36350,34478,TRUE,0.9832296456586421,TRUE,1,TRUE,69,59,0.9789419619928095,0.9891339291455025,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1348,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
2127,clase_ocu_damian,1,1,51,10651,10123,TRUE,0.6564965483234714,TRUE,1,TRUE,21,30,0.6775327193407659,0.6347215253386854,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1349,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4100,clase_ocu_damian,4,4,2765,1181246,1190750,TRUE,0.9977936543065131,TRUE,1,TRUE,1381,1384,0.9971022556442946,0.9984548825710754,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1350,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4101,clase_ocu_damian,4,4,68,21734,21830,TRUE,0.9630450194966323,TRUE,1,TRUE,35,33,0.9220050500327317,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1351,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4103,clase_ocu_damian,4,4,343,102797,102774,TRUE,0.9652028581354516,TRUE,1,TRUE,166,177,0.9683759579781279,0.9627483305856689,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1352,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4104,clase_ocu_damian,4,4,143,104293,104552,TRUE,1,TRUE,1,TRUE,102,41,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1353,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4106,clase_ocu_damian,4,4,313,95807,95875,TRUE,0.9925101004868953,TRUE,1,TRUE,180,133,1,0.9847268579154168,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1354,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4107,clase_ocu_damian,4,4,43,23870,23538,TRUE,1,TRUE,1,TRUE,15,28,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1355,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4108,clase_ocu_damian,4,4,150,58009,58880,TRUE,0.9945991358617379,TRUE,1,TRUE,56,94,1,0.9928386304733324,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1356,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4109,clase_ocu_damian,4,4,44,8835,8872,TRUE,0.9704525483304042,TRUE,1,TRUE,20,24,0.9771774569166278,0.9644490644490644,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1357,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4110,clase_ocu_damian,4,4,291,82323,82735,TRUE,0.9638566912539516,TRUE,1,TRUE,184,107,0.9712253829321663,0.9506378802747792,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1358,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4111,clase_ocu_damian,4,4,28,10490,10315,TRUE,0.9572914765468151,TRUE,1,TRUE,19,9,0.9543323493662094,0.9605693402577419,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1359,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4112,clase_ocu_damian,4,4,52,13374,13400,TRUE,0.9644479700007211,TRUE,1,TRUE,18,34,0.9794059405940594,0.946439923712651,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1360,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4113,clase_ocu_damian,4,4,67,21901,21987,TRUE,1,TRUE,1,TRUE,36,31,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1361,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4120,clase_ocu_damian,4,4,201,48811,48618,TRUE,1,TRUE,1,TRUE,129,72,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1362,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4132,clase_ocu_damian,4,4,36,8233,8274,TRUE,1,TRUE,1,TRUE,26,10,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1363,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4135,clase_ocu_damian,4,4,18,5040,5124,TRUE,1,TRUE,1,TRUE,11,7,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1364,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4150,clase_ocu_damian,4,4,138,32548,32907,TRUE,0.9948040833791797,TRUE,1,TRUE,72,66,1,0.9862403885066775,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1365,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
4170,clase_ocu_damian,4,4,23,5347,5415,TRUE,0.9055038103302286,TRUE,1,TRUE,12,11,0.8494897959183674,0.9689418562657999,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1366,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5121,clase_ocu_damian,3,3,40,8459,8482,TRUE,0.8666120274562032,TRUE,1,TRUE,27,13,0.8909252669039146,0.8336150688239555,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1367,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5131,clase_ocu_damian,3,3,16,4480,4457,TRUE,0.6247385301910473,TRUE,1,TRUE,7,9,0.7726934523809523,0.5360249832701316,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1368,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5200,clase_ocu_damian,3,3,137,53979,53222,TRUE,0.8626564173045882,TRUE,1,TRUE,70,67,0.8691617779783394,0.8541505328760556,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1369,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5201,clase_ocu_damian,3,3,20,6308,6315,TRUE,0.8459165884403915,TRUE,1,TRUE,8,12,1,0.7800114876507754,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1370,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5202,clase_ocu_damian,3,3,432,127855,128567,TRUE,0.7777588524779638,TRUE,1,TRUE,228,204,0.8197149920399684,0.7405541272610412,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1371,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5204,clase_ocu_damian,3,3,64,16920,17386,TRUE,0.8976603533343944,TRUE,1,TRUE,28,36,0.8562677150955472,0.9548786653185035,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1372,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5208,clase_ocu_damian,2,2,337,96464,98201,TRUE,0.8153908574519881,TRUE,1,TRUE,171,166,0.7708548354971301,0.8543843239215562,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1373,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5221,clase_ocu_damian,3,3,116,34299,34586,TRUE,1,TRUE,1,TRUE,61,55,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1374,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5222,clase_ocu_damian,3,3,272,68539,69589,TRUE,0.9726534782732098,TRUE,1,TRUE,124,148,0.9614417898080375,0.9845013280406293,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1375,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5223,clase_ocu_damian,3,3,13,1991,2122,TRUE,0.6485342019543974,TRUE,1,TRUE,6,7,1,0.5453013063632532,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1376,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5224,clase_ocu_damian,3,3,35,9495,9309,TRUE,0.9387048937221948,TRUE,1,TRUE,20,15,1,0.895234876647516,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1377,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5225,clase_ocu_damian,3,3,19,3979,3705,TRUE,0.8725877192982456,TRUE,1,TRUE,10,9,0.8067885117493473,0.9664715274081959,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1378,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5227,clase_ocu_damian,3,3,73,22002,21993,TRUE,1,TRUE,1,TRUE,33,40,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1379,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5230,clase_ocu_damian,3,3,173,52916,53325,TRUE,0.8798656490580469,TRUE,1,TRUE,93,80,0.9355838333223445,0.8231623444157413,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1380,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5231,clase_ocu_damian,3,3,41,15719,15454,TRUE,1,TRUE,1,TRUE,24,17,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1381,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5233,clase_ocu_damian,3,3,22,3290,3332,TRUE,0.6525188417294724,TRUE,1,TRUE,11,11,0.7480314960629921,0.5880398671096345,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1382,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5240,clase_ocu_damian,3,3,24,9175,9120,TRUE,0.9113031386571315,TRUE,1,TRUE,12,12,0.9200867052023122,0.8919949174078781,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1383,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5241,clase_ocu_damian,3,3,79,21630,22713,TRUE,0.8327878951218574,TRUE,1,TRUE,34,45,0.7142857142857143,0.9497399020807834,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1384,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5242,clase_ocu_damian,3,3,126,34260,34726,TRUE,0.9058220083549257,TRUE,1,TRUE,58,68,0.9065471636244399,0.9051423888547429,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1385,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5243,clase_ocu_damian,3,3,13,3302,3441,TRUE,1,TRUE,1,TRUE,8,5,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1386,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5244,clase_ocu_damian,3,3,28,6767,7149,TRUE,0.9668524074867838,TRUE,1,TRUE,16,12,0.9499244549967624,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1387,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5245,clase_ocu_damian,3,3,334,91421,92433,TRUE,0.8269427333496151,TRUE,1,TRUE,171,163,0.8638242208235384,0.7932877778738864,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1388,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5246,clase_ocu_damian,3,3,129,36448,36079,TRUE,0.6156444774758036,TRUE,1,TRUE,66,63,0.6826341056146942,0.5524181633122106,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1389,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5248,clase_ocu_damian,3,3,120,33688,33948,TRUE,0.9208145414787481,TRUE,1,TRUE,61,59,0.9090571295866233,0.9376286947857855,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1390,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5251,clase_ocu_damian,3,3,52,17449,18229,TRUE,0.9104617792851553,TRUE,1,TRUE,29,23,0.8595794166101366,0.9698168663802849,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1391,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5260,clase_ocu_damian,3,3,485,126598,127268,TRUE,0.7689523011230768,TRUE,1,TRUE,248,237,0.776661712109248,0.7604971918340316,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1392,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5261,clase_ocu_damian,3,3,126,29017,29313,TRUE,0.8742693582404338,TRUE,1,TRUE,57,69,0.8982050211700161,0.8498264417514159,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1393,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5262,clase_ocu_damian,3,3,24,5147,4947,TRUE,1,TRUE,1,TRUE,9,15,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1394,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5264,clase_ocu_damian,3,3,13,1793,1778,TRUE,0.9270941054808687,TRUE,1,TRUE,7,6,0.8537344398340249,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1395,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5266,clase_ocu_damian,3,3,23,8534,8638,TRUE,0.6997949979499795,TRUE,1,TRUE,11,12,0.6898345153664303,0.7105982905982906,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1396,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
5267,clase_ocu_damian,3,3,134,30533,30779,TRUE,0.7419205909510619,TRUE,1,TRUE,67,67,0.6751346832621214,0.8152074202425849,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,concordancia_estable_panel,CONSENSO_PANEL_1397,clase_ocupacional,consenso_clasificaciones_panel_ENOE,Misma categoria en ambas mediciones; destino historico oficial; empleo continuo
