strategy,record_coverage_4d,population_coverage_4d,record_coverage_3d,population_coverage_3d,record_coverage_2d,population_coverage_2d,record_coverage_1d,population_coverage_1d,cmo,records,population,records_4d,population_4d,records_3d,population_3d,records_2d,population_2d,records_1d,population_1d,cmo_label,official_destinations_4d,official_n_destinations_4d,official_maximum_level,review_rules,review_rule_types,review_scopes,application_variables,panel_pair_n_max,panel_forward_share_max,panel_reverse_share_max
oficial,0,0,0,0,0,0,0,0,5190,108,30301,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,0,0,0,0,0,0,5190,108,30301,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,0,0,0,0,1,1,5190,108,30301,0,0,0,0,0,0,108,30301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1151,123,30183,123,30183,123,30183,123,30183,123,30183,Veterinarios y zootecnistas,2232,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1151,123,30183,123,30183,123,30183,123,30183,123,30183,Veterinarios y zootecnistas,2232,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1151,123,30183,123,30183,123,30183,123,30183,123,30183,Veterinarios y zootecnistas,2232,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1260,123,29854,123,29854,123,29854,123,29854,123,29854,Técnicos en actividades religiosas,2533,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1260,123,29854,123,29854,123,29854,123,29854,123,29854,Técnicos en actividades religiosas,2533,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1260,123,29854,123,29854,123,29854,123,29854,123,29854,Técnicos en actividades religiosas,2533,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1431,91,29590,91,29590,91,29590,91,29590,91,29590,"Productores y organizadores de actividades artísticas, culturales y deportivas",1422,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1431,91,29590,91,29590,91,29590,91,29590,91,29590,"Productores y organizadores de actividades artísticas, culturales y deportivas",1422,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1431,91,29590,91,29590,91,29590,91,29590,91,29590,"Productores y organizadores de actividades artísticas, culturales y deportivas",1422,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5550,80,29540,80,29540,80,29540,80,29540,80,29540,Conductores de vehículos de transporte de tracción humana,9321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5550,80,29540,80,29540,80,29540,80,29540,80,29540,Conductores de vehículos de transporte de tracción humana,9321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5550,80,29540,80,29540,80,29540,80,29540,80,29540,Conductores de vehículos de transporte de tracción humana,9321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8159,149,28531,149,28531,149,28531,149,28531,149,28531,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,5999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8159,149,28531,149,28531,149,28531,149,28531,149,28531,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,5999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8159,149,28531,149,28531,149,28531,149,28531,149,28531,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,5999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5431,61,28472,61,28472,61,28472,61,28472,61,28472,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de madera y papel, y trabajos de impresión",9234,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5431,61,28472,61,28472,61,28472,61,28472,61,28472,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de madera y papel, y trabajos de impresión",9234,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5431,61,28472,61,28472,61,28472,61,28472,61,28472,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de madera y papel, y trabajos de impresión",9234,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5262,123,28021,123,28021,123,28021,123,28021,123,28021,"Yeseros, escayolistas y otros recubridores de techos y paredes",7131,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5262,123,28021,123,28021,123,28021,123,28021,123,28021,"Yeseros, escayolistas y otros recubridores de techos y paredes",7131,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5262,123,28021,123,28021,123,28021,123,28021,123,28021,"Yeseros, escayolistas y otros recubridores de techos y paredes",7131,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6211,92,26992,92,26992,92,26992,92,26992,92,26992,Taquilleros y empleados de ventanilla,3121,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6211,92,26992,92,26992,92,26992,92,26992,92,26992,Taquilleros y empleados de ventanilla,3121,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6211,92,26992,92,26992,92,26992,92,26992,92,26992,Taquilleros y empleados de ventanilla,3121,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1120,122,26569,122,26569,122,26569,122,26569,122,26569,Químicos,2222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1120,122,26569,122,26569,122,26569,122,26569,122,26569,Químicos,2222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1120,122,26569,122,26569,122,26569,122,26569,122,26569,Químicos,2222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5382,50,26377,50,26377,50,26377,50,26377,50,26377,Operadores de máquinas para la fabricación de productos farmacéuticos y cosméticos,8132,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5382,50,26377,50,26377,50,26377,50,26377,50,26377,Operadores de máquinas para la fabricación de productos farmacéuticos y cosméticos,8132,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5382,50,26377,50,26377,50,26377,50,26377,50,26377,Operadores de máquinas para la fabricación de productos farmacéuticos y cosméticos,8132,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,7134,101,26147,101,26147,101,26147,101,26147,101,26147,Valuadores,2514,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,7134,101,26147,101,26147,101,26147,101,26147,101,26147,Valuadores,2514,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,7134,101,26147,101,26147,101,26147,101,26147,101,26147,Valuadores,2514,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1203,129,25826,129,25826,129,25826,129,25826,129,25826,"Técnicos en ingeniería topográfica, hidrológica, geológica y geodésica",2622,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1203,129,25826,129,25826,129,25826,129,25826,129,25826,"Técnicos en ingeniería topográfica, hidrológica, geológica y geodésica",2622,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1203,129,25826,129,25826,129,25826,129,25826,129,25826,"Técnicos en ingeniería topográfica, hidrológica, geológica y geodésica",2622,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5232,63,25547,63,25547,63,25547,63,25547,63,25547,Artesanos y trabajadores fabriles en la elaboración de productos de papel y cartón,7321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5232,63,25547,63,25547,63,25547,63,25547,63,25547,Artesanos y trabajadores fabriles en la elaboración de productos de papel y cartón,7321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5232,63,25547,63,25547,63,25547,63,25547,63,25547,Artesanos y trabajadores fabriles en la elaboración de productos de papel y cartón,7321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5333,68,25508,68,25508,68,25508,68,25508,68,25508,Operadores de máquinas para la impresión y encuadernación,8144,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5333,68,25508,68,25508,68,25508,68,25508,68,25508,Operadores de máquinas para la impresión y encuadernación,8144,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5333,68,25508,68,25508,68,25508,68,25508,68,25508,Operadores de máquinas para la impresión y encuadernación,8144,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5353,61,25328,61,25328,61,25328,61,25328,61,25328,Operadores de máquinas en la fabricación de vidrio y productos de vidrio y similares,8173,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5353,61,25328,61,25328,61,25328,61,25328,61,25328,Operadores de máquinas en la fabricación de vidrio y productos de vidrio y similares,8173,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5353,61,25328,61,25328,61,25328,61,25328,61,25328,Operadores de máquinas en la fabricación de vidrio y productos de vidrio y similares,8173,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5332,78,25271,78,25271,78,25271,78,25271,78,25271,"Operadores de máquinas para la fabricación de productos de madera y similares (bejuco, vara, carrizo, mimbre, etcétera)",8142,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5332,78,25271,78,25271,78,25271,78,25271,78,25271,"Operadores de máquinas para la fabricación de productos de madera y similares (bejuco, vara, carrizo, mimbre, etcétera)",8142,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5332,78,25271,78,25271,78,25271,78,25271,78,25271,"Operadores de máquinas para la fabricación de productos de madera y similares (bejuco, vara, carrizo, mimbre, etcétera)",8142,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5340,79,24957,79,24957,79,24957,79,24957,79,24957,"Operadores de hornos metalúrgicos, coladores y laminadores",8121,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5340,79,24957,79,24957,79,24957,79,24957,79,24957,"Operadores de hornos metalúrgicos, coladores y laminadores",8121,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5340,79,24957,79,24957,79,24957,79,24957,79,24957,"Operadores de hornos metalúrgicos, coladores y laminadores",8121,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5304,64,24935,64,24935,64,24935,64,24935,64,24935,"Operadores de máquinas en la fabricación de azúcar, café, chocolate, té y confitería",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5304,64,24935,64,24935,64,24935,64,24935,64,24935,"Operadores de máquinas en la fabricación de azúcar, café, chocolate, té y confitería",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5304,64,24935,64,24935,64,24935,64,24935,64,24935,"Operadores de máquinas en la fabricación de azúcar, café, chocolate, té y confitería",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6133,89,24857,89,24857,89,24857,89,24857,89,24857,"Jefes de departamento, coordinadores y supervisores en otros servicios Especializados",1629,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6133,89,24857,89,24857,89,24857,89,24857,89,24857,"Jefes de departamento, coordinadores y supervisores en otros servicios Especializados",1629,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6133,89,24857,89,24857,89,24857,89,24857,89,24857,"Jefes de departamento, coordinadores y supervisores en otros servicios Especializados",1629,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5281,102,24146,102,24146,102,24146,102,24146,102,24146,Trabajadores en la elaboración de sustancias y compuestos químicos,7412,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5281,102,24146,102,24146,102,24146,102,24146,102,24146,Trabajadores en la elaboración de sustancias y compuestos químicos,7412,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5281,102,24146,102,24146,102,24146,102,24146,102,24146,Trabajadores en la elaboración de sustancias y compuestos químicos,7412,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5243,85,23814,85,23814,85,23814,85,23814,85,23814,"Joyeros, orfebres, plateros, latoneros y cobreros",7223,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5243,85,23814,85,23814,85,23814,85,23814,85,23814,"Joyeros, orfebres, plateros, latoneros y cobreros",7223,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5243,85,23814,85,23814,85,23814,85,23814,85,23814,"Joyeros, orfebres, plateros, latoneros y cobreros",7223,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8209,81,23060,81,23060,81,23060,81,23060,81,23060,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,9611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8209,81,23060,81,23060,81,23060,81,23060,81,23060,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,9611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8209,81,23060,81,23060,81,23060,81,23060,81,23060,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,9611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5250,73,22982,73,22982,73,22982,73,22982,73,22982,Alfareros y trabajadores ceramistas,7611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5250,73,22982,73,22982,73,22982,73,22982,73,22982,Alfareros y trabajadores ceramistas,7611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5250,73,22982,73,22982,73,22982,73,22982,73,22982,Alfareros y trabajadores ceramistas,7611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5522,66,22433,66,22433,66,22433,66,22433,66,22433,Ayudantes de conductor,9311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5522,66,22433,66,22433,66,22433,66,22433,66,22433,Ayudantes de conductor,9311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5522,66,22433,66,22433,66,22433,66,22433,66,22433,Ayudantes de conductor,9311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1222,38,22067,38,22067,38,22067,38,22067,38,22067,Técnicos en optometría y similares,2812,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1222,38,22067,38,22067,38,22067,38,22067,38,22067,Técnicos en optometría y similares,2812,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1222,38,22067,38,22067,38,22067,38,22067,38,22067,Técnicos en optometría y similares,2812,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5225,96,22058,96,22058,96,22058,96,22058,96,22058,Tapiceros,7351,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5225,96,22058,96,22058,96,22058,96,22058,96,22058,Tapiceros,7351,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5225,96,22058,96,22058,96,22058,96,22058,96,22058,Tapiceros,7351,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5206,83,21695,83,21695,83,21695,83,21695,83,21695,Trabajadores en la elaboración de bebidas alcohólicas y no alcohólicas,7517,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5206,83,21695,83,21695,83,21695,83,21695,83,21695,Trabajadores en la elaboración de bebidas alcohólicas y no alcohólicas,7517,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5206,83,21695,83,21695,83,21695,83,21695,83,21695,Trabajadores en la elaboración de bebidas alcohólicas y no alcohólicas,7517,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,0,0,0,0,0,0,4134,76,21151,0,0,0,0,0,0,0,0,Cortadores y recolectores de leña,6225|9124,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,0,0,0,0,0,0,4134,76,21151,0,0,0,0,0,0,0,0,Cortadores y recolectores de leña,6225|9124,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,0,0,0,0,1,1,4134,76,21151,0,0,0,0,0,0,76,21151,Cortadores y recolectores de leña,6225|9124,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5244,92,21117,92,21117,92,21117,92,21117,92,21117,"Cerrajeros, pulidores de metal y afiladores de herramientas",7222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5244,92,21117,92,21117,92,21117,92,21117,92,21117,"Cerrajeros, pulidores de metal y afiladores de herramientas",7222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5244,92,21117,92,21117,92,21117,92,21117,92,21117,"Cerrajeros, pulidores de metal y afiladores de herramientas",7222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5320,86,20405,86,20405,86,20405,86,20405,86,20405,Operadores de máquinas de hilar y rebobinar,8151,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5320,86,20405,86,20405,86,20405,86,20405,86,20405,Operadores de máquinas de hilar y rebobinar,8151,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5320,86,20405,86,20405,86,20405,86,20405,86,20405,Operadores de máquinas de hilar y rebobinar,8151,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1362,76,20254,76,20254,76,20254,76,20254,76,20254,Profesores e instructores en idiomas extranjeros,2714,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1362,76,20254,76,20254,76,20254,76,20254,76,20254,Profesores e instructores en idiomas extranjeros,2714,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1362,76,20254,76,20254,76,20254,76,20254,76,20254,Profesores e instructores en idiomas extranjeros,2714,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1121,73,20186,73,20186,73,20186,73,20186,73,20186,Farmacólogos,2428,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1121,73,20186,73,20186,73,20186,73,20186,73,20186,Farmacólogos,2428,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1121,73,20186,73,20186,73,20186,73,20186,73,20186,Farmacólogos,2428,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5371,67,19921,67,19921,67,19921,67,19921,67,19921,"Operadores de equipo de bombeo, ventilación y refrigeración",8134,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5371,67,19921,67,19921,67,19921,67,19921,67,19921,"Operadores de equipo de bombeo, ventilación y refrigeración",8134,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5371,67,19921,67,19921,67,19921,67,19921,67,19921,"Operadores de equipo de bombeo, ventilación y refrigeración",8134,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,7211,68,19852,68,19852,68,19852,68,19852,68,19852,Limpiadores de calzado,9624,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,7211,68,19852,68,19852,68,19852,68,19852,68,19852,Limpiadores de calzado,9624,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,7211,68,19852,68,19852,68,19852,68,19852,68,19852,Limpiadores de calzado,9624,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5324,64,19709,64,19709,64,19709,64,19709,64,19709,"Operadores de máquinas para blanquear, teñir, limpiar y planchar productos textiles, de cuero, piel y similares",8155,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5324,64,19709,64,19709,64,19709,64,19709,64,19709,"Operadores de máquinas para blanquear, teñir, limpiar y planchar productos textiles, de cuero, piel y similares",8155,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5324,64,19709,64,19709,64,19709,64,19709,64,19709,"Operadores de máquinas para blanquear, teñir, limpiar y planchar productos textiles, de cuero, piel y similares",8155,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5330,73,19673,73,19673,73,19673,73,19673,73,19673,Operadores de máquinas para el tratamiento de la madera y fabricación de triplay y aglomerados,8141,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5330,73,19673,73,19673,73,19673,73,19673,73,19673,Operadores de máquinas para el tratamiento de la madera y fabricación de triplay y aglomerados,8141,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5330,73,19673,73,19673,73,19673,73,19673,73,19673,Operadores de máquinas para el tratamiento de la madera y fabricación de triplay y aglomerados,8141,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1173,55,19604,55,19604,55,19604,55,19604,55,19604,Profesionistas en mercadotecnia,2112,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1173,55,19604,55,19604,55,19604,55,19604,55,19604,Profesionistas en mercadotecnia,2112,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1173,55,19604,55,19604,55,19604,55,19604,55,19604,Profesionistas en mercadotecnia,2112,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,2101,76,19013,76,19013,76,19013,76,19013,76,19013,Presidentes y autoridades municipales,1113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,2101,76,19013,76,19013,76,19013,76,19013,76,19013,Presidentes y autoridades municipales,1113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,2101,76,19013,76,19013,76,19013,76,19013,76,19013,Presidentes y autoridades municipales,1113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1150,83,19011,83,19011,83,19011,83,19011,83,19011,Agrónomos,2231,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1150,83,19011,83,19011,83,19011,83,19011,83,19011,Agrónomos,2231,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1150,83,19011,83,19011,83,19011,83,19011,83,19011,Agrónomos,2231,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6231,90,18997,90,18997,90,18997,90,18997,90,18997,Trabajadores en agencias de viajes,3221,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6231,90,18997,90,18997,90,18997,90,18997,90,18997,Trabajadores en agencias de viajes,3221,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6231,90,18997,90,18997,90,18997,90,18997,90,18997,Trabajadores en agencias de viajes,3221,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,0,0,0,0,0,0,4119,65,18905,0,0,0,0,0,0,0,0,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6129|9112,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,0,0,0,0,0,0,4119,65,18905,0,0,0,0,0,0,0,0,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6129|9112,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,0,0,0,0,1,1,4119,65,18905,0,0,0,0,0,0,65,18905,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6129|9112,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5130,32,18767,32,18767,32,18767,32,18767,32,18767,"Jefes, coordinadores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5130,32,18767,32,18767,32,18767,32,18767,32,18767,"Jefes, coordinadores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5130,32,18767,32,18767,32,18767,32,18767,32,18767,"Jefes, coordinadores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4135,70,18538,70,18538,70,18538,70,18538,70,18538,Productores de carbón vegetal,6227,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4135,70,18538,70,18538,70,18538,70,18538,70,18538,Productores de carbón vegetal,6227,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4135,70,18538,70,18538,70,18538,70,18538,70,18538,Productores de carbón vegetal,6227,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5331,46,18453,46,18453,46,18453,46,18453,46,18453,Operadores de máquinas en la elaboración de celulosa y fabricación de papel y similares,8143,1,4d,NA,NA,NA,NA,NA,NA,NA
