strategy,record_coverage_4d,population_coverage_4d,record_coverage_3d,population_coverage_3d,record_coverage_2d,population_coverage_2d,record_coverage_1d,population_coverage_1d,cmo,records,population,records_4d,population_4d,records_3d,population_3d,records_2d,population_2d,records_1d,population_1d,cmo_label,official_destinations_4d,official_n_destinations_4d,official_maximum_level,review_rules,review_rule_types,review_scopes,application_variables,panel_pair_n_max,panel_forward_share_max,panel_reverse_share_max
oficial_panel,1,1,1,1,1,1,1,1,5331,46,18453,46,18453,46,18453,46,18453,46,18453,Operadores de máquinas en la elaboración de celulosa y fabricación de papel y similares,8143,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5331,46,18453,46,18453,46,18453,46,18453,46,18453,Operadores de máquinas en la elaboración de celulosa y fabricación de papel y similares,8143,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5252,74,18382,74,18382,74,18382,74,18382,74,18382,Trabajadores del vidrio y similares,7613,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5252,74,18382,74,18382,74,18382,74,18382,74,18382,Trabajadores del vidrio y similares,7613,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5252,74,18382,74,18382,74,18382,74,18382,74,18382,Trabajadores del vidrio y similares,7613,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5451,38,17641,38,17641,38,17641,38,17641,38,17641,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",9237,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5451,38,17641,38,17641,38,17641,38,17641,38,17641,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",9237,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5451,38,17641,38,17641,38,17641,38,17641,38,17641,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",9237,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,7200,82,17614,82,17614,82,17614,82,17614,82,17614,Vendedores ambulantes de periódicos y lotería,9511,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,7200,82,17614,82,17614,82,17614,82,17614,82,17614,Vendedores ambulantes de periódicos y lotería,9511,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,7200,82,17614,82,17614,82,17614,82,17614,82,17614,Vendedores ambulantes de periódicos y lotería,9511,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1134,62,17596,62,17596,62,17596,62,17596,62,17596,Profesionistas en nutrición,2423,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1134,62,17596,62,17596,62,17596,62,17596,62,17596,Profesionistas en nutrición,2423,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1134,62,17596,62,17596,62,17596,62,17596,62,17596,Profesionistas en nutrición,2423,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,0,0,0,0,0,0,5170,63,17537,0,0,0,0,0,0,0,0,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",1613|8101,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,0,0,0,0,0,0,5170,63,17537,0,0,0,0,0,0,0,0,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",1613|8101,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,0,0,0,0,1,1,5170,63,17537,0,0,0,0,0,0,63,17537,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",1613|8101,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5334,62,17450,62,17450,62,17450,62,17450,62,17450,Operadores de máquinas para la fabricación de productos a base de papel y cartón,8145,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5334,62,17450,62,17450,62,17450,62,17450,62,17450,Operadores de máquinas para la fabricación de productos a base de papel y cartón,8145,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5334,62,17450,62,17450,62,17450,62,17450,62,17450,Operadores de máquinas para la fabricación de productos a base de papel y cartón,8145,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,0,0,0,0,0,0,1161,76,17151,0,0,0,0,0,0,0,0,Sociólogos y demógrafos,2132|2143,2,2d,CMO2012_SINCO2011_GLOBAL_1161,panel_global,validacion_panel_ENOE,cmo_4d,30,0.8484848484848485,0.7023495943525445
oficial_panel,1,1,1,1,1,1,1,1,1161,76,17151,76,17151,76,17151,76,17151,76,17151,Sociólogos y demógrafos,2132|2143,2,2d,CMO2012_SINCO2011_GLOBAL_1161,panel_global,validacion_panel_ENOE,cmo_4d,30,0.8484848484848485,0.7023495943525445
oficial_panel_enoe,1,1,1,1,1,1,1,1,1161,76,17151,76,17151,76,17151,76,17151,76,17151,Sociólogos y demógrafos,2132|2143,2,2d,CMO2012_SINCO2011_GLOBAL_1161,panel_global,validacion_panel_ENOE,cmo_4d,30,0.8484848484848485,0.7023495943525445
oficial,1,1,1,1,1,1,1,1,6203,53,17125,53,17125,53,17125,53,17125,53,17125,"Operadores de máquinas de oficina (copiadora, mimeógrafo, telex, etcétera)",3114,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6203,53,17125,53,17125,53,17125,53,17125,53,17125,"Operadores de máquinas de oficina (copiadora, mimeógrafo, telex, etcétera)",3114,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6203,53,17125,53,17125,53,17125,53,17125,53,17125,"Operadores de máquinas de oficina (copiadora, mimeógrafo, telex, etcétera)",3114,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5180,46,17106,46,17106,46,17106,46,17106,46,17106,"Jefes, coordinadores y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5180,46,17106,46,17106,46,17106,46,17106,46,17106,"Jefes, coordinadores y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5180,46,17106,46,17106,46,17106,46,17106,46,17106,"Jefes, coordinadores y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5390,37,16210,37,16210,37,16210,37,16210,37,16210,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,8199,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5390,37,16210,37,16210,37,16210,37,16210,37,16210,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,8199,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5390,37,16210,37,16210,37,16210,37,16210,37,16210,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,8199,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6190,59,16053,59,16053,59,16053,59,16053,59,16053,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1624,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6190,59,16053,59,16053,59,16053,59,16053,59,16053,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1624,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6190,59,16053,59,16053,59,16053,59,16053,59,16053,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1624,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,0,0,0,0,0,0,6131,63,15764,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,0,0,0,0,0,0,6131,63,15764,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,0,0,0,0,1,1,6131,63,15764,0,0,0,0,0,0,63,15764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1240,58,15705,58,15705,58,15705,58,15705,58,15705,Técnicos en agronomía,2613,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1240,58,15705,58,15705,58,15705,58,15705,58,15705,Técnicos en agronomía,2613,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1240,58,15705,58,15705,58,15705,58,15705,58,15705,Técnicos en agronomía,2613,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8132,74,15676,74,15676,74,15676,74,15676,74,15676,Bañeros y masajistas,5213,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8132,74,15676,74,15676,74,15676,74,15676,74,15676,Bañeros y masajistas,5213,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8132,74,15676,74,15676,74,15676,74,15676,74,15676,Bañeros y masajistas,5213,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,7219,21,15083,21,15083,21,15083,21,15083,21,15083,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,9332,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,7219,21,15083,21,15083,21,15083,21,15083,21,15083,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,9332,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,7219,21,15083,21,15083,21,15083,21,15083,21,15083,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,9332,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6170,85,14937,85,14937,85,14937,85,14937,85,14937,"Jefes de departamento, coordinadores y supervisores en servicios agropecuarios, pesqueros y forestales",1611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6170,85,14937,85,14937,85,14937,85,14937,85,14937,"Jefes de departamento, coordinadores y supervisores en servicios agropecuarios, pesqueros y forestales",1611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6170,85,14937,85,14937,85,14937,85,14937,85,14937,"Jefes de departamento, coordinadores y supervisores en servicios agropecuarios, pesqueros y forestales",1611,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5131,55,14931,55,14931,55,14931,55,14931,55,14931,"Supervisores, inspectores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",8101,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5131,55,14931,55,14931,55,14931,55,14931,55,14931,"Supervisores, inspectores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",8101,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5131,55,14931,55,14931,55,14931,55,14931,55,14931,"Supervisores, inspectores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",8101,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,1,1,1,1,1,1,1420,57,14551,0,0,57,14551,57,14551,57,14551,Pintores y dibujantes artísticos,2161|2162,2,3d,CMO2012_SINCO2011_GLOBAL_1420,panel_global,validacion_panel_ENOE,cmo_4d,13,0.847178002894356,1
oficial_panel,1,1,1,1,1,1,1,1,1420,57,14551,57,14551,57,14551,57,14551,57,14551,Pintores y dibujantes artísticos,2161|2162,2,3d,CMO2012_SINCO2011_GLOBAL_1420,panel_global,validacion_panel_ENOE,cmo_4d,13,0.847178002894356,1
oficial_panel_enoe,1,1,1,1,1,1,1,1,1420,57,14551,57,14551,57,14551,57,14551,57,14551,Pintores y dibujantes artísticos,2161|2162,2,3d,CMO2012_SINCO2011_GLOBAL_1420,panel_global,validacion_panel_ENOE,cmo_4d,13,0.847178002894356,1
oficial,1,1,1,1,1,1,1,1,5210,65,14427,65,14427,65,14427,65,14427,65,14427,Mineros,7111,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5210,65,14427,65,14427,65,14427,65,14427,65,14427,Mineros,7111,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5210,65,14427,65,14427,65,14427,65,14427,65,14427,Mineros,7111,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5310,66,14344,66,14344,66,14344,66,14344,66,14344,Operadores de máquinas y equipos para la extracción en minas y canteras,8111,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5310,66,14344,66,14344,66,14344,66,14344,66,14344,Operadores de máquinas y equipos para la extracción en minas y canteras,8111,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5310,66,14344,66,14344,66,14344,66,14344,66,14344,Operadores de máquinas y equipos para la extracción en minas y canteras,8111,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8204,68,14112,68,14112,68,14112,68,14112,68,14112,Vigilantes y porteros en casas particulares,5314,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8204,68,14112,68,14112,68,14112,68,14112,68,14112,Vigilantes y porteros en casas particulares,5314,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8204,68,14112,68,14112,68,14112,68,14112,68,14112,Vigilantes y porteros en casas particulares,5314,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6229,22,13749,22,13749,22,13749,22,13749,22,13749,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,3999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6229,22,13749,22,13749,22,13749,22,13749,22,13749,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,3999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6229,22,13749,22,13749,22,13749,22,13749,22,13749,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,3999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6250,43,13658,43,13658,43,13658,43,13658,43,13658,Carteros,9721,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6250,43,13658,43,13658,43,13658,43,13658,43,13658,Carteros,9721,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6250,43,13658,43,13658,43,13658,43,13658,43,13658,Carteros,9721,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,2128,50,13441,50,13441,50,13441,50,13441,50,13441,"Directores, gerentes y administradores de área o establecimientos en el sector agropecuario, silvícola y pesquero",1311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,2128,50,13441,50,13441,50,13441,50,13441,50,13441,"Directores, gerentes y administradores de área o establecimientos en el sector agropecuario, silvícola y pesquero",1311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,2128,50,13441,50,13441,50,13441,50,13441,50,13441,"Directores, gerentes y administradores de área o establecimientos en el sector agropecuario, silvícola y pesquero",1311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1411,53,13232,53,13232,53,13232,53,13232,53,13232,Cantantes,2173,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1411,53,13232,53,13232,53,13232,53,13232,53,13232,Cantantes,2173,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1411,53,13232,53,13232,53,13232,53,13232,53,13232,Cantantes,2173,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4136,52,13121,52,13121,52,13121,52,13121,52,13121,"Trabajadores en la recolección de plantas, hierbas y raíces no cultivadas",6226,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4136,52,13121,52,13121,52,13121,52,13121,52,13121,"Trabajadores en la recolección de plantas, hierbas y raíces no cultivadas",6226,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4136,52,13121,52,13121,52,13121,52,13121,52,13121,"Trabajadores en la recolección de plantas, hierbas y raíces no cultivadas",6226,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1450,51,12692,51,12692,51,12692,51,12692,51,12692,Árbitros y jueces deportivos,2563,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1450,51,12692,51,12692,51,12692,51,12692,51,12692,Árbitros y jueces deportivos,2563,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1450,51,12692,51,12692,51,12692,51,12692,51,12692,Árbitros y jueces deportivos,2563,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8300,68,12624,68,12624,68,12624,68,12624,68,12624,Bomberos (contra incendio),5311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8300,68,12624,68,12624,68,12624,68,12624,68,12624,Bomberos (contra incendio),5311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8300,68,12624,68,12624,68,12624,68,12624,68,12624,Bomberos (contra incendio),5311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4115,32,12286,32,12286,32,12286,32,12286,32,12286,"Trabajadores en la cría de equinos (caballos, burros y mulas)",6125,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4115,32,12286,32,12286,32,12286,32,12286,32,12286,"Trabajadores en la cría de equinos (caballos, burros y mulas)",6125,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4115,32,12286,32,12286,32,12286,32,12286,32,12286,"Trabajadores en la cría de equinos (caballos, burros y mulas)",6125,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5490,51,12229,51,12229,51,12229,51,12229,51,12229,"Otros ayudantes, peones y similares no clasificados anteriormente",9239,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5490,51,12229,51,12229,51,12229,51,12229,51,12229,"Otros ayudantes, peones y similares no clasificados anteriormente",9239,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5490,51,12229,51,12229,51,12229,51,12229,51,12229,"Otros ayudantes, peones y similares no clasificados anteriormente",9239,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5120,64,12218,64,12218,64,12218,64,12218,64,12218,"Jefes, coordinadores y similares en la fabricación de textiles y productos de cuero, piel y similares",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5120,64,12218,64,12218,64,12218,64,12218,64,12218,"Jefes, coordinadores y similares en la fabricación de textiles y productos de cuero, piel y similares",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5120,64,12218,64,12218,64,12218,64,12218,64,12218,"Jefes, coordinadores y similares en la fabricación de textiles y productos de cuero, piel y similares",1614,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5300,28,12076,28,12076,28,12076,28,12076,28,12076,"Operadores de máquinas en la preparación de la carne, pescado y sus derivados",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5300,28,12076,28,12076,28,12076,28,12076,28,12076,"Operadores de máquinas en la preparación de la carne, pescado y sus derivados",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5300,28,12076,28,12076,28,12076,28,12076,28,12076,"Operadores de máquinas en la preparación de la carne, pescado y sus derivados",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5151,40,12071,40,12071,40,12071,40,12071,40,12071,"Supervisores, inspectores y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",7601,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5151,40,12071,40,12071,40,12071,40,12071,40,12071,"Supervisores, inspectores y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",7601,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5151,40,12071,40,12071,40,12071,40,12071,40,12071,"Supervisores, inspectores y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",7601,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5461,20,12013,20,12013,20,12013,20,12013,20,12013,Cargadores y similares en la construcción,9222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5461,20,12013,20,12013,20,12013,20,12013,20,12013,Cargadores y similares en la construcción,9222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5461,20,12013,20,12013,20,12013,20,12013,20,12013,Cargadores y similares en la construcción,9222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1451,43,11883,43,11883,43,11883,43,11883,43,11883,Entrenadores deportivos,2562,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1451,43,11883,43,11883,43,11883,43,11883,43,11883,Entrenadores deportivos,2562,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1451,43,11883,43,11883,43,11883,43,11883,43,11883,Entrenadores deportivos,2562,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4190,32,11727,32,11727,32,11727,32,11727,32,11727,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,6999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4190,32,11727,32,11727,32,11727,32,11727,32,11727,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,6999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4190,32,11727,32,11727,32,11727,32,11727,32,11727,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,6999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1432,54,11575,54,11575,54,11575,54,11575,54,11575,"Locutores, conductores y comentaristas de radio y televisión",2551,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1432,54,11575,54,11575,54,11575,54,11575,54,11575,"Locutores, conductores y comentaristas de radio y televisión",2551,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1432,54,11575,54,11575,54,11575,54,11575,54,11575,"Locutores, conductores y comentaristas de radio y televisión",2551,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5247,39,11527,39,11527,39,11527,39,11527,39,11527,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de instrumentos musicales (pianos, etc.) y de precisión (relojes, básculas, etcétera)",2636,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5247,39,11527,39,11527,39,11527,39,11527,39,11527,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de instrumentos musicales (pianos, etc.) y de precisión (relojes, básculas, etcétera)",2636,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5247,39,11527,39,11527,39,11527,39,11527,39,11527,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de instrumentos musicales (pianos, etc.) y de precisión (relojes, básculas, etcétera)",2636,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,9999,19,11486,19,11486,19,11486,19,11486,19,11486,Ocupaciones no especificadas,9999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,9999,19,11486,19,11486,19,11486,19,11486,19,11486,Ocupaciones no especificadas,9999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,9999,19,11486,19,11486,19,11486,19,11486,19,11486,Ocupaciones no especificadas,9999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8160,30,11393,30,11393,30,11393,30,11393,30,11393,Trabajadores en servicios funerarios y en panteones,5253,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8160,30,11393,30,11393,30,11393,30,11393,30,11393,Trabajadores en servicios funerarios y en panteones,5253,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8160,30,11393,30,11393,30,11393,30,11393,30,11393,Trabajadores en servicios funerarios y en panteones,5253,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1103,41,11229,41,11229,41,11229,41,11229,41,11229,"Ingenieros en topografía, hidrología, geología y geodesia",2262,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1103,41,11229,41,11229,41,11229,41,11229,41,11229,"Ingenieros en topografía, hidrología, geología y geodesia",2262,1,4d,NA,NA,NA,NA,NA,NA,NA
