campo_arm8,campo_arm8_desc,sinco3d,sinco3d_desc,tipo_relacion,ajuste_estricto,ajuste_amplio,fuente_base,regla_adaptacion,justificacion,estado_revision,version
1,Educación,231,Supervisores educativos y especialistas en ciencias de la educación,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,232,Profesores de nivel medio y superior,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,233,Profesores de nivel básico,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,234,Profesores en enseñanza especial,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,239,Otros profesores y especialistas en docencia no clasiﬁcados anteriormente,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,256,"Deportistas, entrenadores y árbitros",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,271,"Auxiliares y técnicos en educación, instructores y capacitadores",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
1,Educación,522,Trabajadores en el cuidado de personas,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,142,"Directores y gerentes de museos, cines y otros establecimientos",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,172,"Coordinadores y jefes de área en museos, cines y otros establecimientos",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,214,Investigadores y especialistas en ciencias humanistas,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,215,"Autores, periodistas y traductores",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,216,"Pintores, diseñadores y dibujantes artísticos, escultores y escenógrafos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,217,Artistas interpretativos,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,232,Profesores de nivel medio y superior,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,253,Auxiliares en ciencias sociales y humanistas,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,254,"Diseñadores de modas, industriales, gráﬁcos y decoradores de interiores",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
2,Artes y humanidades,255,"Locutores, animadores y payasos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",112,Presidentes y directores generales,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",113,"Directores de organizaciones políticas, sindicales y civiles",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",121,Directores y gerentes en servicios ﬁnancieros y administrativos,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",122,"Directores y gerentes en servicios de salud, enseñanza y sociales",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",131,"Directores y gerentes en producción agropecuaria, industrial, construcción y mantenimiento",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",132,"Directores y gerentes en informática, telecomunicaciones, transporte y en investigación y desarrollo tec",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",141,"Directores y gerentes de ventas, restaurantes y hoteles",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",142,"Directores y gerentes de museos, cines y otros establecimientos",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",151,Coordinadores y jefes de área en servicios ﬁnancieros y administrativos,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",152,"Coordinadores y jefes de área en servicios de salud, enseñanza, sociales y jueces caliﬁcadores",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",161,"Coordinadores y jefes de área en producción agropecuaria, industrial, construcción y mantenimiento",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",162,"Coordinadores y jefes de área en informática, telecomunicaciones, transporte y en investigación y",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",171,"Coordinadores y jefes de área de ventas, restaurantes y hoteles",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",172,"Coordinadores y jefes de área en museos, cines y otros establecimientos",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",199,"Otros directores, funcionarios, gerentes, coordinadores y jefes de área, no clasiﬁcados anteriormente",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",211,Administradores y mercadólogos,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",212,"Contadores, auditores, especialistas en ﬁnanzas y en economía",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",213,Investigadores y especialistas en ciencias sociales,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",215,"Autores, periodistas y traductores",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",232,Profesores de nivel medio y superior,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",251,"Auxiliares en administración, contabilidad y ﬁnanzas",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",252,Inspectores públicos,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",253,Auxiliares en ciencias sociales y humanistas,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",310,"Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",311,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de oﬁcina",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",312,"Cajeros, cobradores y pagadores",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",313,Trabajadores en archivo y control de almacén y bodega,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",320,Supervisores de trabajadores que brindan y manejan información,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",321,"Recepcionistas, trabajadores que brindan información y telefonistas",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",323,Encuestadores y codiﬁcadores,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",399,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasiﬁcados anterior",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",411,Comerciantes en establecimientos,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",420,Encargados y supervisores de ventas de productos y de servicios ﬁnancieros y de alquiler,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",421,Empleados de ventas y vendedores por teléfono,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",422,"Agentes, representantes de ventas y vendedores por catálogo",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",423,Trabajadores en la promoción de ventas y modelos,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",431,Trabajadores en el alquiler,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",499,"Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasiﬁcados ante",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
3,"Ciencias sociales, administración y derecho",951,Vendedores ambulantes (excluyendo los de venta de alimentos),transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",221,"Investigadores y especialistas en física, matemáticas, estadística y actuaría",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",222,"Investigadores y especialistas en ciencias biológicas, químicas y del medio ambiente",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",227,Investigadores y especialistas en sistemas computacionales,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",228,Ingenieros en comunicaciones y telecomunicaciones,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",232,Profesores de nivel medio y superior,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",261,"Auxiliares y técnicos en ciencias físicas, matemáticas, biológicas, químicas, del medio ambiente y agronómicas",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
4,"Ciencias naturales, matemáticas, estadística y TIC",265,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",131,"Directores y gerentes en producción agropecuaria, industrial, construcción y mantenimiento",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",132,"Directores y gerentes en informática, telecomunicaciones, transporte y en investigación y desarrollo tec",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",161,"Coordinadores y jefes de área en producción agropecuaria, industrial, construcción y mantenimiento",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",162,"Coordinadores y jefes de área en informática, telecomunicaciones, transporte y en investigación y",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",224,Ingenieros eléctricos y en electrónica,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",225,"Ingenieros químicos, mecánicos, industriales, mineros y metalúrgicos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",226,"Ingenieros civiles, topógrafos y arquitectos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",227,Investigadores y especialistas en sistemas computacionales,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",228,Ingenieros en comunicaciones y telecomunicaciones,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",232,Profesores de nivel medio y superior,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",262,"Auxiliares y técnicos industriales, topógrafos, mineros y dibujantes técnicos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",263,"Mecánicos y técnicos en mantenimiento y reparación de equipo mecánico, vehículos de motor, instrumen",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",264,"Técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",265,Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",266,Controladores de tráﬁco aéreo y de otros transportes,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",710,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",711,Trabajadores en la extracción,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",712,Albañiles y otros trabajadores en la ediﬁcación de construcciones,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",713,"Yeseros, instaladores de pisos, climas, impermeabilizante, vidrio, etc., plomeros y pintores",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",720,Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",721,"Moldeadores, soldadores, hojalateros y pintores de metales",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",722,"Herreros, cerrajeros, joyeros y artesanos en la elaboración de productos de metal",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",730,"Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",731,Artesanos y trabajadores en la elaboración de productos de madera,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",732,"Artesanos y trabajadores en la elaboración de productos de papel, cartón y trabajos de impresión",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",733,Tejedores y trabajadores en la preparación de ﬁbras textiles,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",734,Artesanos y trabajadores en la elaboración de productos textiles,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",735,Tapiceros y trabajadores en el tratamiento y elaboración de productos de cuero y piel,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",740,"Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
5,"Ingeniería, manufactura y construcción",741,"Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias quí",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
