"clasificador_carrera","codigo_fuente","carrera_cmpe2011_lookup","arm8_cmpe2011_lookup","destinos_cmpe2011_posibles","estado_correspondencia_cmpe2011","nivel_evidencia_cmpe2011","fase_correspondencia_cmpe2011","soporte_codigo_n","soporte_codigo_poblacion","proporcion_modal_codigo_registros","proporcion_modal_codigo_poblacion","paneles_soporte_codigo","nivel_cobertura_codigo","regla_correspondencia_cmpe2011","version_regla"
"CMPE 2011","110","110","1","110","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-110","2026-09-13"
"CMPE 2011","111","111","1","111","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-111","2026-09-13"
"CMPE 2011","112","112","1","112","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-112","2026-09-13"
"CMPE 2011","113","113","1","113","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-113","2026-09-13"
"CMPE 2011","114","114","1","114","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-114","2026-09-13"
"CMPE 2011","120","120","1","120","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-120","2026-09-13"
"CMPE 2011","121","121","1","121","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-121","2026-09-13"
"CMPE 2011","122","122","1","122","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-122","2026-09-13"
"CMPE 2011","123","123","1","123","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-123","2026-09-13"
"CMPE 2011","124","124","1","124","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-124","2026-09-13"
"CMPE 2011","125","125","1","125","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-125","2026-09-13"
"CMPE 2011","126","126","1","126","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-126","2026-09-13"
"CMPE 2011","127","127","1","127","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-127","2026-09-13"
"CMPE 2011","128","128","1","128","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-128","2026-09-13"
"CMPE 2011","210","210","2","210","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-210","2026-09-13"
"CMPE 2011","211","211","2","211","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-211","2026-09-13"
"CMPE 2011","212","212","2","212","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-212","2026-09-13"
"CMPE 2011","213","213","2","213","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-213","2026-09-13"
"CMPE 2011","214","214","2","214","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-214","2026-09-13"
"CMPE 2011","215","215","2","215","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-215","2026-09-13"
"CMPE 2011","220","220","2","220","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-220","2026-09-13"
"CMPE 2011","221","221","2","221","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-221","2026-09-13"
"CMPE 2011","222","222","2","222","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-222","2026-09-13"
"CMPE 2011","223","223","2","223","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-223","2026-09-13"
"CMPE 2011","224","224","2","224","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-224","2026-09-13"
"CMPE 2011","225","225","2","225","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-225","2026-09-13"
"CMPE 2011","310","310","3","310","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-310","2026-09-13"
"CMPE 2011","311","311","3","311","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-311","2026-09-13"
"CMPE 2011","312","312","3","312","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-312","2026-09-13"
"CMPE 2011","313","313","3","313","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-313","2026-09-13"
"CMPE 2011","314","314","3","314","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-314","2026-09-13"
"CMPE 2011","315","315","3","315","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-315","2026-09-13"
"CMPE 2011","321","321","3","321","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-321","2026-09-13"
"CMPE 2011","322","322","3","322","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-322","2026-09-13"
"CMPE 2011","330","330","3","330","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-330","2026-09-13"
"CMPE 2011","331","331","3","331","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-331","2026-09-13"
"CMPE 2011","332","332","3","332","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-332","2026-09-13"
"CMPE 2011","333","333","3","333","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-333","2026-09-13"
"CMPE 2011","334","334","3","334","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-334","2026-09-13"
"CMPE 2011","335","335","3","335","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-335","2026-09-13"
"CMPE 2011","341","341","3","341","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-341","2026-09-13"
"CMPE 2011","342","342","3","342","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-342","2026-09-13"
"CMPE 2011","411","411","4","411","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-411","2026-09-13"
"CMPE 2011","412","412","4","412","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-412","2026-09-13"
"CMPE 2011","420","420","4","420","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-420","2026-09-13"
"CMPE 2011","421","421","4","421","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-421","2026-09-13"
"CMPE 2011","422","422","4","422","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-422","2026-09-13"
"CMPE 2011","423","423","4","423","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-423","2026-09-13"
"CMPE 2011","431","431","4","431","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-431","2026-09-13"
"CMPE 2011","432","432","4","432","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-432","2026-09-13"
"CMPE 2011","441","441","4","441","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-441","2026-09-13"
"CMPE 2011","510","510","5","510","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-510","2026-09-13"
"CMPE 2011","511","511","5","511","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-511","2026-09-13"
"CMPE 2011","512","512","5","512","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-512","2026-09-13"
"CMPE 2011","513","513","5","513","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-513","2026-09-13"
"CMPE 2011","514","514","5","514","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-514","2026-09-13"
"CMPE 2011","515","515","5","515","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-515","2026-09-13"
"CMPE 2011","516","516","5","516","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-516","2026-09-13"
"CMPE 2011","517","517","5","517","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-517","2026-09-13"
"CMPE 2011","520","520","5","520","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-520","2026-09-13"
"CMPE 2011","521","521","5","521","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-521","2026-09-13"
"CMPE 2011","522","522","5","522","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-522","2026-09-13"
"CMPE 2011","523","523","5","523","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-523","2026-09-13"
"CMPE 2011","524","524","5","524","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-524","2026-09-13"
"CMPE 2011","531","531","5","531","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-531","2026-09-13"
"CMPE 2011","532","532","5","532","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-532","2026-09-13"
"CMPE 2011","610","610","6","610","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-610","2026-09-13"
"CMPE 2011","611","611","6","611","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-611","2026-09-13"
"CMPE 2011","612","612","6","612","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-612","2026-09-13"
"CMPE 2011","613","613","6","613","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-613","2026-09-13"
"CMPE 2011","614","614","6","614","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-614","2026-09-13"
"CMPE 2011","621","621","6","621","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-621","2026-09-13"
"CMPE 2011","710","710","7","710","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-710","2026-09-13"
"CMPE 2011","711","711","7","711","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-711","2026-09-13"
"CMPE 2011","712","712","7","712","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-712","2026-09-13"
"CMPE 2011","713","713","7","713","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-713","2026-09-13"
"CMPE 2011","714","714","7","714","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-714","2026-09-13"
"CMPE 2011","715","715","7","715","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-715","2026-09-13"
"CMPE 2011","716","716","7","716","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-716","2026-09-13"
"CMPE 2011","717","717","7","717","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-717","2026-09-13"
"CMPE 2011","800","800","8","800","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-800","2026-09-13"
"CMPE 2011","811","811","8","811","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-811","2026-09-13"
"CMPE 2011","812","812","8","812","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-812","2026-09-13"
"CMPE 2011","813","813","8","813","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-813","2026-09-13"
"CMPE 2011","814","814","8","814","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-814","2026-09-13"
"CMPE 2011","821","821","8","821","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-821","2026-09-13"
"CMPE 2011","831","831","8","831","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-831","2026-09-13"
"CMPE 2011","841","841","8","841","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-841","2026-09-13"
"CMPE 2011","842","842","8","842","unique","official_exact","integrated",,,1,1,,"nativa_cmpe2011","CAR-CMPE2011-ID-842","2026-09-13"
"CMPE 2016","011000",,,"110|111|120|122|220|311|335","unresolved","panel","candidate",12,3769,0.0833333333333333,0.544176174051473,2,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","011100","111","1","111","preferred","panel","accepted",722,239923,0.966759002770083,0.97792208333507,4,"alta_80_o_mas","CAR-CMPE2011-P65-0089","2026-09-13"
"CMPE 2016","011200",,,"110|111|112|120|122|123|125|310|330|335|510","unresolved","panel","candidate",95,44922,0.378947368421053,0.416499710609501,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","011300","113","1","113","preferred","panel","accepted",126,37294,0.928571428571429,0.867699898106934,4,"alta_80_o_mas","CAR-CMPE2011-P65-0090","2026-09-13"
"CMPE 2016","011400",,,"112|114|321|334|441|512|517","unresolved","panel","candidate",23,5535,0.608695652173913,0.575067750677507,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","011500","110","1","110","preferred","panel","accepted",1312,382068,0.980182926829268,0.986497168043385,4,"alta_80_o_mas","CAR-CMPE2011-P65-0091","2026-09-13"
"CMPE 2016","012000","120","1","120","preferred","panel","accepted",596,149400,0.894295302013423,0.886378848728246,4,"alta_80_o_mas","CAR-CMPE2011-P65-0092","2026-09-13"
"CMPE 2016","012100","121","1","121","preferred","panel","accepted",835,233907,0.989221556886228,0.977375623645295,4,"alta_80_o_mas","CAR-CMPE2011-P65-0093","2026-09-13"
"CMPE 2016","012200","122","1","122","preferred","panel","accepted",1408,414461,0.988636363636364,0.99251075493231,4,"alta_80_o_mas","CAR-CMPE2011-P65-0094","2026-09-13"
"CMPE 2016","012300",,,"110|111|113|120|121|122|123|124|125|126|127|223","unresolved","panel","candidate",486,140747,0.39917695473251,0.491484720811101,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","012400",,,"111|123|124","unresolved","panel","candidate",46,12878,0.608695652173913,0.650023295542786,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","012500",,,"111|114|120|123|125|127|311|422|710","unresolved","panel","candidate",61,14065,0.622950819672131,0.436260220405261,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","012601","126","1","126","preferred","panel","accepted",360,73986,0.983333333333333,0.981374854702241,4,"alta_80_o_mas","CAR-CMPE2011-P65-0095","2026-09-13"
"CMPE 2016","012602",,,"126|210|211|212|213","unresolved","panel","candidate",24,8852,0.75,0.770108450067781,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","012603","127","1","127","preferred","panel","accepted",49,9857,0.755102040816326,0.780257684893984,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0096","2026-09-13"
"CMPE 2016","012604",,,"110|111|120|123|125|126|127|412|420|421","unresolved","panel","candidate",30,6556,0.466666666666667,0.631940207443563,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","012701","128","1","128","preferred","panel","accepted",105,27304,0.971428571428571,0.9762305889247,4,"alta_80_o_mas","CAR-CMPE2011-P65-0097","2026-09-13"
"CMPE 2016","012702","128","1","128","preferred","panel","accepted",190,43599,0.968421052631579,0.978279318332989,4,"alta_80_o_mas","CAR-CMPE2011-P65-0098","2026-09-13"
"CMPE 2016","012703",,,"128","unresolved","panel","candidate",1,168,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","021000",,,"126|210|211|212|213|335|531","unresolved","panel","candidate",53,15400,0.566037735849057,0.516168831168831,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","021100","211","2","211","preferred","panel","accepted",97,32427,0.917525773195876,0.93715113948253,4,"alta_80_o_mas","CAR-CMPE2011-P65-0099","2026-09-13"
"CMPE 2016","021200","212","2","212","preferred","panel","accepted",41,21030,0.951219512195122,0.891963861150737,4,"alta_80_o_mas","CAR-CMPE2011-P65-0100","2026-09-13"
"CMPE 2016","021300","212","2","212","preferred","panel","accepted",106,32399,0.915094339622642,0.93586221796969,4,"alta_80_o_mas","CAR-CMPE2011-P65-0101","2026-09-13"
"CMPE 2016","021400","213","2","213","preferred","panel","accepted",98,34405,0.959183673469388,0.952216247638425,4,"alta_80_o_mas","CAR-CMPE2011-P65-0102","2026-09-13"
"CMPE 2016","021500","213","2","213","preferred","panel","accepted",528,174034,0.990530303030303,0.995495133134905,4,"alta_80_o_mas","CAR-CMPE2011-P65-0103","2026-09-13"
"CMPE 2016","021600","214","2","214","preferred","panel","accepted",247,99957,0.672064777327935,0.672129015476655,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0104","2026-09-13"
"CMPE 2016","021700",,,"215|522","unresolved","panel","candidate",2,293,0.5,0.757679180887372,1,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","022000",,,"220|225|310","unresolved","panel","candidate",12,5258,0.75,0.865918600228224,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","022100","221","2","221","preferred","panel","accepted",36,7864,0.972222222222222,0.967700915564598,4,"alta_80_o_mas","CAR-CMPE2011-P65-0105","2026-09-13"
"CMPE 2016","022200","222","2","222","preferred","panel","accepted",260,57275,0.965384615384615,0.952963771278918,4,"alta_80_o_mas","CAR-CMPE2011-P65-0106","2026-09-13"
"CMPE 2016","022300","223","2","223","preferred","panel","accepted",157,41262,0.872611464968153,0.895690950511366,4,"alta_80_o_mas","CAR-CMPE2011-P65-0107","2026-09-13"
"CMPE 2016","022400",,,"121|127|223|524","unresolved","panel","candidate",22,4298,0.818181818181818,0.93485342019544,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","022500","224","2","224","preferred","panel","accepted",104,26846,0.932692307692308,0.897936377858899,4,"alta_80_o_mas","CAR-CMPE2011-P65-0108","2026-09-13"
"CMPE 2016","022600","225","2","225","preferred","panel","accepted",75,28936,0.946666666666667,0.951582803428255,4,"alta_80_o_mas","CAR-CMPE2011-P65-0109","2026-09-13"
"CMPE 2016","031000",,,"123|127|220|310|312","unresolved","panel","candidate",91,20694,0.461538461538462,0.405189910118875,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","031100","311","3","311","preferred","panel","accepted",1573,434866,0.966306420851875,0.970892182879324,4,"alta_80_o_mas","CAR-CMPE2011-P65-0110","2026-09-13"
"CMPE 2016","031200","312","3","312","preferred","panel","accepted",136,67035,0.948529411764706,0.947490117103006,4,"alta_80_o_mas","CAR-CMPE2011-P65-0111","2026-09-13"
"CMPE 2016","031300","313","3","313","preferred","panel","accepted",241,82808,0.91701244813278,0.956163655685441,4,"alta_80_o_mas","CAR-CMPE2011-P65-0112","2026-09-13"
"CMPE 2016","031400","314","3","314","preferred","panel","accepted",314,120502,0.961783439490446,0.960880317339131,4,"alta_80_o_mas","CAR-CMPE2011-P65-0113","2026-09-13"
"CMPE 2016","031500","315","3","315","preferred","panel","accepted",628,157723,0.99203821656051,0.988657329622186,4,"alta_80_o_mas","CAR-CMPE2011-P65-0114","2026-09-13"
"CMPE 2016","032100","321","3","321","preferred","panel","accepted",621,166220,0.964573268921095,0.949855613042955,4,"alta_80_o_mas","CAR-CMPE2011-P65-0115","2026-09-13"
"CMPE 2016","032200",,,"111|322|517","unresolved","panel","candidate",17,4699,0.764705882352941,0.894658437965525,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","033100","341","3","341","preferred","panel","accepted",3689,1049800,0.99512062889672,0.995804915221947,4,"alta_80_o_mas","CAR-CMPE2011-P65-0116","2026-09-13"
"CMPE 2016","033200","342","3","342","preferred","panel","accepted",340,95651,0.991176470588235,0.989106229940095,4,"alta_80_o_mas","CAR-CMPE2011-P65-0117","2026-09-13"
"CMPE 2016","041000",,,"330","unresolved","panel","candidate",1,189,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","041100","331","3","331","preferred","panel","accepted",1262,406687,0.881141045958796,0.898420652737855,4,"alta_80_o_mas","CAR-CMPE2011-P65-0118","2026-09-13"
"CMPE 2016","041200","332","3","332","preferred","panel","accepted",663,180722,0.986425339366516,0.9830347163046,4,"alta_80_o_mas","CAR-CMPE2011-P65-0119","2026-09-13"
"CMPE 2016","041300","333","3","333","preferred","panel","accepted",233,61319,0.918454935622318,0.911038992808102,4,"alta_80_o_mas","CAR-CMPE2011-P65-0120","2026-09-13"
"CMPE 2016","041400","334","3","334","preferred","panel","accepted",4609,1235719,0.965936211759601,0.968072838566049,4,"alta_80_o_mas","CAR-CMPE2011-P65-0121","2026-09-13"
"CMPE 2016","042000","330","3","330","preferred","panel","accepted",1202,337820,0.974209650582363,0.966544313539755,4,"alta_80_o_mas","CAR-CMPE2011-P65-0122","2026-09-13"
"CMPE 2016","042100","335","3","335","preferred","panel","accepted",3320,975892,0.957831325301205,0.95702700708685,4,"alta_80_o_mas","CAR-CMPE2011-P65-0123","2026-09-13"
"CMPE 2016","042200","335","3","335","preferred","panel","accepted",165,36146,0.987878787878788,0.985945886128479,4,"alta_80_o_mas","CAR-CMPE2011-P65-0124","2026-09-13"
"CMPE 2016","042300","335","3","335","preferred","panel","accepted",98,25214,0.969387755102041,0.987031014515745,4,"alta_80_o_mas","CAR-CMPE2011-P65-0125","2026-09-13"
"CMPE 2016","042400","335","3","335","preferred","panel","accepted",240,80566,0.854166666666667,0.845108358364571,4,"alta_80_o_mas","CAR-CMPE2011-P65-0126","2026-09-13"
"CMPE 2016","042500","335","3","335","preferred","panel","accepted",38,10175,0.763157894736842,0.844422604422604,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0127","2026-09-13"
"CMPE 2016","051000",,,"127|311|710","unresolved","panel","candidate",3,2880,0.333333333333333,0.627083333333333,1,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","051100","411","4","411","preferred","panel","accepted",344,99684,0.875,0.896031459411741,4,"alta_80_o_mas","CAR-CMPE2011-P65-0128","2026-09-13"
"CMPE 2016","051200","411","4","411","preferred","panel","accepted",392,120364,0.691326530612245,0.660679272872287,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0129","2026-09-13"
"CMPE 2016","051300",,,"127|312|411|412|516|531|613|831","unresolved","panel","candidate",101,25388,0.485148514851485,0.382503544981881,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","052000",,,"411|421|423|532","unresolved","panel","candidate",4,1099,0.25,0.689717925386715,1,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","052100","421","4","421","preferred","panel","accepted",60,27692,0.95,0.982810920121335,4,"alta_80_o_mas","CAR-CMPE2011-P65-0130","2026-09-13"
"CMPE 2016","052200","422","4","422","preferred","panel","accepted",139,45723,0.697841726618705,0.819434420313628,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0131","2026-09-13"
"CMPE 2016","052300","423","4","423","preferred","panel","accepted",81,19773,0.814814814814815,0.816365751276994,4,"alta_80_o_mas","CAR-CMPE2011-P65-0132","2026-09-13"
"CMPE 2016","053100","431","4","431","preferred","panel","accepted",108,47586,0.972222222222222,0.985815155718068,4,"alta_80_o_mas","CAR-CMPE2011-P65-0133","2026-09-13"
"CMPE 2016","053200",,,"432|510","unresolved","panel","candidate",18,6778,0.944444444444444,0.971968132192387,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","061000",,,"321|334|441|510|517","unresolved","panel","candidate",114,43968,0.605263157894737,0.683428857350801,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","061100","321","3","321","preferred","panel","accepted",235,102059,0.846808510638298,0.882695303696881,4,"alta_80_o_mas","CAR-CMPE2011-P65-0134","2026-09-13"
"CMPE 2016","061200",,,"513|517","unresolved","panel","candidate",2,1133,0.5,0.885260370697264,1,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","061300","517","5","517","preferred","panel","accepted",1617,482117,0.714904143475572,0.696357938010898,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0135","2026-09-13"
"CMPE 2016","062000","441","4","441","preferred","panel","accepted",143,61459,0.916083916083916,0.837566507753136,4,"alta_80_o_mas","CAR-CMPE2011-P65-0136","2026-09-13"
"CMPE 2016","062100","517","5","517","preferred","panel","accepted",136,61105,0.919117647058824,0.936764585549464,4,"alta_80_o_mas","CAR-CMPE2011-P65-0137","2026-09-13"
"CMPE 2016","062200","441","4","441","preferred","panel","accepted",961,276001,0.90426638917794,0.914525672008435,4,"alta_80_o_mas","CAR-CMPE2011-P65-0138","2026-09-13"
"CMPE 2016","062300",,,"517","unresolved","panel","candidate",8,6694,1,1,3,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","071000",,,"411|420|421|422|510|511|515|517|520|524|532|714|716","unresolved","panel","candidate",62,15676,0.451612903225806,0.430275580505231,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","071100","511","5","511","preferred","panel","accepted",893,268205,0.96080627099664,0.959795678678623,4,"alta_80_o_mas","CAR-CMPE2011-P65-0139","2026-09-13"
"CMPE 2016","071200","512","5","512","preferred","panel","accepted",505,120579,0.956435643564356,0.924605445392647,4,"alta_80_o_mas","CAR-CMPE2011-P65-0140","2026-09-13"
"CMPE 2016","071300",,,"212|213|441|510|511|512|513|515|517|520|711|800","unresolved","panel","candidate",1558,446947,0.453145057766367,0.439474926557288,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","071400","514","5","514","preferred","panel","accepted",624,177160,0.934294871794872,0.935736057800858,4,"alta_80_o_mas","CAR-CMPE2011-P65-0141","2026-09-13"
"CMPE 2016","071500","515","5","515","preferred","panel","accepted",410,129983,0.921951219512195,0.947131547971658,4,"alta_80_o_mas","CAR-CMPE2011-P65-0142","2026-09-13"
"CMPE 2016","071600","516","5","516","preferred","panel","accepted",135,32391,0.866666666666667,0.836991756969529,4,"alta_80_o_mas","CAR-CMPE2011-P65-0143","2026-09-13"
"CMPE 2016","071700","510","5","510","preferred","panel","accepted",1922,519833,0.914672216441207,0.920807259254414,4,"alta_80_o_mas","CAR-CMPE2011-P65-0144","2026-09-13"
"CMPE 2016","072000",,,"510|511|520|523","unresolved","panel","candidate",29,7079,0.896551724137931,0.912840796722701,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","072100","521","5","521","preferred","panel","accepted",153,43787,0.941176470588235,0.952405965240825,4,"alta_80_o_mas","CAR-CMPE2011-P65-0145","2026-09-13"
"CMPE 2016","072200",,,"214|522","unresolved","panel","candidate",18,5714,0.888888888888889,0.933846692334617,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","072300",,,"422|520|523","unresolved","panel","candidate",8,1974,0.625,0.462512664640324,4,"sin_regla_aceptada",,"2026-09-13"
"CMPE 2016","072400","524","5","524","preferred","panel","accepted",184,34277,0.847826086956522,0.713043731948537,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0146","2026-09-13"
