source_code,source_label,n_destinations_4d,destinations_4d,target_4d_unique,n_destinations_3d,destinations_3d,target_3d_unique,n_destinations_2d,destinations_2d,target_2d_unique,n_destinations_1d,destinations_1d,target_1d_unique,maximum_unambiguous_level,decision_status_4d
7210,Vendedores y preparadores de alimentos en la vía pública,1,9521,9521,1,952,952,1,95,95,1,9,9,4d,official_unique
7211,Limpiadores de calzado,1,9624,9624,1,962,962,1,96,96,1,9,9,4d,official_unique
7212,Lavadores y cuidadores de coches sin establecimiento,2,9632|9634,NA,1,963,963,1,96,96,1,9,9,3d,official_multiple_unresolved
7213,"Payasos, malabaristas y similares que se presentan en la vía pública",1,2553,2553,1,255,255,1,25,25,1,2,2,4d,official_unique
7219,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,1,9332,9332,1,933,933,1,93,93,1,9,9,4d,official_unique
7290,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,9899,9899,1,989,989,1,98,98,1,9,9,4d,official_unique
8100,Fonderos (preparan y sirven alimentos) en establecimientos,2,5112|5114,NA,1,511,511,1,51,51,1,5,5,3d,official_multiple_unresolved
8101,"Cantineros, meseros y camareros",2,5115|5116,NA,1,511,511,1,51,51,1,5,5,3d,official_multiple_unresolved
8102,Azafatas y sobrecargos,1,5231,5231,1,523,523,1,52,52,1,5,5,4d,official_unique
8109,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8110,Lavanderos,1,9641,9641,1,964,964,1,96,96,1,9,9,4d,official_unique
8111,Tintoreros y planchadores,1,9642,9642,1,964,964,1,96,96,1,9,9,4d,official_unique
8119,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8120,Porteros y conserjes en establecimiento,1,5313,5313,1,531,531,1,53,53,1,5,5,4d,official_unique
8121,Ascensoristas y elevadoristas,1,9733,9733,1,973,973,1,97,97,1,9,9,4d,official_unique
8122,"Maleteros, equipajeros y empleados de paquetería y guardarropa",2,9711|9712,NA,1,971,971,1,97,97,1,9,9,3d,official_multiple_unresolved
8123,"Mozos de hotel, botones y similares",2,9622|9623,NA,1,962,962,1,96,96,1,9,9,3d,official_multiple_unresolved
8124,"Trabajadores de aseo en oficinas, escuelas, hospitales y otros establecimientos",3,9621|9631|9662,NA,3,962|963|966,NA,1,96,96,1,9,9,2d,official_multiple_unresolved
8125,Jardineros,2,5241|9651,NA,2,524|965,NA,2,52|96,NA,2,5|9,NA,unresolved,official_multiple_unresolved
8126,Cargadores y descargadores de mercancías,1,9331,9331,1,933,933,1,93,93,1,9,9,4d,official_unique
8129,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8130,"Peluqueros, barberos, estilistas y peinadores",1,5211,5211,1,521,521,1,52,52,1,5,5,4d,official_unique
8131,"Maquillistas, manicuristas y pedicuristas",1,5212,5212,1,521,521,1,52,52,1,5,5,4d,official_unique
8132,Bañeros y masajistas,1,5213,5213,1,521,521,1,52,52,1,5,5,4d,official_unique
8139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8140,"Trabajadores en servicios de alquiler de bienes muebles (autos, vajillas, maquinaria, etcétera",1,4312,4312,1,431,431,1,43,43,1,4,4,4d,official_unique
8150,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",5,3222|4233|5251|5254|9713,NA,4,322|423|525|971,NA,4,32|42|52|97,NA,4,3|4|5|9,NA,unresolved,official_multiple_unresolved
8151,Trabajadores en cuidados personales y asistenciales (no se incluye a las enfermeras),1,5221,5221,1,522,522,1,52,52,1,5,5,4d,official_unique
8152,Trabajadores dedicados a la prostitución,1,5252,5252,1,525,525,1,52,52,1,5,5,4d,official_unique
8159,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8160,Trabajadores en servicios funerarios y en panteones,1,5253,5253,1,525,525,1,52,52,1,5,5,4d,official_unique
8190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8200,Trabajadores en servicios domésticos,3,5113|9611|9643,NA,3,511|961|964,NA,2,51|96,NA,2,5|9,NA,unresolved,official_multiple_unresolved
8201,"Personas dedicadas al cuidado de ancianos, enfermos y niños en casas particulares, excepto enfermeras",1,5222,5222,1,522,522,1,52,52,1,5,5,4d,official_unique
8202,Choferes en casas particulares,1,8343,8343,1,834,834,1,83,83,1,8,8,4d,official_unique
8203,Jardineros en casas particulares,1,5242,5242,1,524,524,1,52,52,1,5,5,4d,official_unique
8204,Vigilantes y porteros en casas particulares,1,5314,5314,1,531,531,1,53,53,1,5,5,4d,official_unique
8209,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,9611,9611,1,961,961,1,96,96,1,9,9,4d,official_unique
8300,Bomberos (contra incendio),1,5311,5311,1,531,531,1,53,53,1,5,5,4d,official_unique
8301,Policías y agentes de tránsito,3,1526|5301|5312,NA,3,152|530|531,NA,2,15|53,NA,2,1|5,NA,unresolved,official_multiple_unresolved
8302,Detectives,1,2521,2521,1,252,252,1,25,25,1,2,2,4d,official_unique
8303,Vigilantes y guardias,2,5313|9633,NA,2,531|963,NA,2,53|96,NA,2,5|9,NA,unresolved,official_multiple_unresolved
8304,Personal de aduanas y migración,1,2522,2522,1,252,252,1,25,25,1,2,2,4d,official_unique
8309,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8310,Trabajadores de la fuerza armada aérea,2,5401|5411,NA,2,540|541,NA,1,54,54,1,5,5,2d,official_multiple_unresolved
8311,Trabajadores de la fuerza armada marítima,2,5401|5412,NA,2,540|541,NA,1,54,54,1,5,5,2d,official_multiple_unresolved
8312,Trabajadores de la fuerza armada terrestre,3,1525|5401|5413,NA,3,152|540|541,NA,2,15|54,NA,2,1|5,NA,unresolved,official_multiple_unresolved
8319,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
8390,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,1,5999,5999,1,599,599,1,59,59,1,5,5,4d,official_unique
9999,Ocupaciones no especificadas,1,9999,9999,1,999,999,1,99,99,1,9,9,4d,official_unique
